         134227839 function calls (133581560 primitive calls) in 566.056 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\unicode.py:55(_chars_for_ranges)
       35    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:1299(__init_subclass__)
       39    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:336(xmax)
       12    0.000    0.000    0.021    0.002 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\artist.py:1308(__init__)
      746    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       69    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:2178(<lambda>)
        6    0.000    0.000    0.002    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:675(union)
       62    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:674(new_gc)
      168    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:769(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1394(__init__)
      230    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\font_manager.py:874(set_file)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
      260    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\inspect.py:72(isclass)
        2    0.000    0.000    0.149    0.074 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\figure.py:2766(draw)
       12    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:2245(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:374(width)
       71    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\abc.py:84(__new__)
       21    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\sre_compile.py:411(_mk_bitmap)
       56    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\pathlib.py:697(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\PIL\Image.py:508(Image)
       47    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:2345(parseImpl)
       62    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3106(ndim)
       26    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\weakref.py:44(__new__)
       30    0.000    0.000    0.003    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\__init__.py:571(__init__)
       17    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_api\deprecation.py:297(rename_parameter)
        1    0.000    0.000    0.002    0.002 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\dates.py:1(<module>)
       15    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
        4    0.000    0.000    0.009    0.002 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:1852(_get_tick_boxes_siblings)
        1    0.000    0.000  210.173  210.173 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:3561(show)
       60    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:536(<listcomp>)
       77    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:2648(get_matrix)
      180    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:540(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\Program Files\JetBrains\PyCharm Community Edition 2022.2.3\plugins\python-ce\helpers\pydev\_pydevd_frame_eval\pydevd_modify_bytecode.py:119(_make_lnotab)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1508(<setcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method addWidget}
        1    0.000    0.000    0.043    0.043 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_axes.py:1(<module>)
       45    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1244(__init__)
       42    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:365(intervaly)
       62    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1015(get_hatch_path)
      112    0.000    0.000    0.000    0.000 {built-in method math.floor}
      228    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\sre_compile.py:453(_get_iscased)
       32    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\getlimits.py:382(__new__)
      242    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:3614(<genexpr>)
       16    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_methods.py:273(_ptp)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\legend.py:269(Legend)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\colorbar.py:338(ColorbarBase)
       83    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\enum.py:20(_is_dunder)
       28    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\locale.py:622(getpreferredencoding)
        9    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\patches.py:2018(__init_subclass__)
       20    0.000    0.000    0.002    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:4956(parseImpl)
        3    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexers.py:249(maybe_convert_indices)
       40    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3199(around)
      123    0.000    0.000    0.000    0.000 {built-in method math.cos}
      212    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:1304(<genexpr>)
       16    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3425(_validate_converted_limits)
       84    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\enum.py:28(_is_sunder)
       62    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1733(<lambda>)
       27    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\pathlib.py:1126(glob)
       35    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\pathlib.py:687(_from_parsed_parts)
       85    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:3904(<genexpr>)
      284    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2251(_any_dispatcher)
        1    0.000    0.000    0.054    0.054 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\collections.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1715(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_api\deprecation.py:453(<listcomp>)
       51    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\rcsetup.py:431(validate_fontsize)
       44    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\spines.py:556(__getitem__)
        1    0.000    0.000    0.014    0.014 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\lines.py:1(<module>)
       51    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\figure.py:73(<listcomp>)
       74    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\cycler.py:371(<genexpr>)
      377    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\font_manager.py:762(get_size_in_points)
      101    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\docstring.py:67(do_copy)
      179    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:1739(<lambda>)
      148    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\spines.py:549(__getattr__)
       41    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\rcsetup.py:49(__init__)
       17    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\markers.py:683(_set_tickleft)
       21    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:1858(maybe_coerce_values)
       11    0.000    0.000    0.006    0.001 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:1076(parse_string)
       34    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\typing.py:689(copy_with)
       42    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:287(wrapper)
       22    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\patches.py:393(set_linewidth)
       20    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\colors.py:1068(reversed)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\gridspec.py:145(get_grid_positions)
       44    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:1494(convert_units)
       40    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\re.py:203(sub)
       79    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\typing.py:358(<genexpr>)
        1    0.000    0.000    0.001    0.001 C:\Users\liuha\anaconda3\lib\dataclasses.py:807(_process_class)
        1    0.000    0.000    0.015    0.015 C:\Users\liuha\anaconda3\lib\site-packages\mpl_toolkits\mplot3d\axes3d.py:1(<module>)
       12    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\patches.py:413(set_linestyle)
      364    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\artist.py:886(get_rasterized)
       29    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\inspect.py:1826(_signature_is_builtin)
       26    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\pathlib.py:835(stem)
      325    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1810(<listcomp>)
       31    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\typing.py:802(__getitem__)
       75    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
      216    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_api\__init__.py:79(<genexpr>)
        1    0.000    0.000    0.007    0.007 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\figure.py:2605(set_size_inches)
        8    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:2057(get_width_height)
        8    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\spines.py:229(_adjust_location)
        1    0.000    0.000    0.097    0.097 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\figure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\projections\polar.py:775(PolarAxes)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\text.py:106(Text)
       75    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.maybe_convert_objects}
        2    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\figure.py:220(_get_draw_artists)
       12    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backends\backend_agg.py:133(draw_path)
       40    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\_collections_abc.py:760(__iter__)
       82    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\numerictypes.py:285(issubclass_)
       49    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_api\deprecation.py:208(_deprecated_property)
       17    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:521(apply_tickdir)
       16    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2518(ptp)
       37    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\rcsetup.py:547(_validate_linestyle)
       16    0.000    0.000    0.002    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\ticker.py:260(format_ticks)
      247    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\path.py:199(vertices)
       49    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_api\deprecation.py:230(finalize)
     24/7    0.000    0.000    0.002    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:4409(streamline)
        1    0.000    0.000    0.151    0.151 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\colorbar.py:1(<module>)
       15    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\contextlib.py:211(contextmanager)
        5    0.000    0.000    0.000    0.000 {built-in method end}
      212    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:1310(<genexpr>)
        1    0.000    0.000    0.002    0.002 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\helpers.py:590(_makeTags)
       18    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:1940(<genexpr>)
       40    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(round_)
       40    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3709(round_)
        3    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:375(__new__)
      109    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\sre_compile.py:65(_combine_flags)
        8    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:1037(set)
       18    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\markers.py:697(_set_tickup)
  148/140    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\spines.py:200(_ensure_position_is_set)
      207    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\typing.py:669(<genexpr>)
      220    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:861(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.access}
      150    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        8    0.000    0.000    0.002    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\spines.py:423(linear_spine)
        1    0.000    0.000    0.001    0.001 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\figure.py:181(FigureBase)
       37    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:885(set_alpha)
        1    0.000    0.000    0.001    0.001 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\collections.py:25(Collection)
      443    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:1789(get_affine)
       48    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\traceback.py:272(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\lines.py:199(Line2D)
       44    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:1844(set_name)
      364    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\artist.py:911(get_agg_filter)
       10    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\enum.py:510(_find_new_)
       15    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\copyreg.py:99(_slotnames)
      187    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\typing.py:329(__hash__)
      4/2    0.000    0.000    0.147    0.073 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\image.py:114(_draw_list_compositing_images)
       26    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\pathlib.py:1055(_make_child_relpath)
       12    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1942(get_aliased_and_aliases)
       24    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\functools.py:525(decorating_function)
        2    0.000    0.000    0.006    0.003 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:2075(_update_label_position)
       16    0.000    0.000    0.000    0.000 {method 'addEditVariable' of 'kiwisolver.Solver' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\mathtext.py:256(MathtextBackendSvg)
       37    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:973(set_joinstyle)
        1    0.000    0.000    0.008    0.008 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_mathtext.py:1923(Parser)
      200    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:573(formatter)
       18    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\os.py:670(__getitem__)
       10    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\enum.py:124(__prepare__)
       15    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_dtype.py:321(_name_get)
        1    0.000    0.000  210.140  210.140 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:1019(mainloop)
        1    0.000    0.000    0.006    0.006 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\tri\__init__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:1330(_set_title_offset_trans)
       32    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\warnings.py:477(__exit__)
       18    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:72(wrapper)
        8    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:273(get_width_height)
       68    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:1330(_iter_break_from_left_to_right)
        2    0.000    0.000    0.150    0.075 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backends\backend_agg.py:399(draw)
        5    0.000    0.000    0.000    0.000 C:\Program Files\JetBrains\PyCharm Community Edition 2022.2.3\plugins\python-ce\helpers\pydev\_pydevd_frame_eval\pydevd_modify_bytecode.py:260(add_jump_instruction)
        5    0.000    0.000    0.006    0.001 C:\Program Files\JetBrains\PyCharm Community Edition 2022.2.3\plugins\python-ce\helpers\pydev\_pydevd_frame_eval\pydevd_modify_bytecode.py:295(insert_code)
        4    0.000    0.000    0.000    0.000 {built-in method addSeparator}
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2676(<listcomp>)
       32    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:810(unit)
        1    0.000    0.000    0.006    0.006 C:\Users\liuha\anaconda3\lib\site-packages\PIL\PngImagePlugin.py:34(<module>)
       88    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1890(_str_lower_equal)
       12    0.000    0.000    0.003    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:239(set_clip_path)
        3    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\managers.py:224(_rebuild_blknos_and_blklocs)
        1    0.000    0.000    0.007    0.007 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\scale.py:1(<module>)
      168    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:771(<genexpr>)
       17    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\markers.py:689(_set_tickright)
       16    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\cycler.py:112(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:363(resizeEvent)
        1    0.000    0.000    0.005    0.005 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\ticker.py:1(<module>)
       14    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_api\deprecation.py:37(_generate_deprecation_warning)
       15    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:2792(charsAsStr)
       24    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:3903(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_subplots.py:9(SubplotBase)
        2    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_axes.py:92(set_title)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:617(Axis)
       41    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\cycler.py:225(__iter__)
       69    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\font_manager.py:708(__eq__)
        2    0.000    0.000    0.006    0.003 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:2349(_update_label_position)
        1    0.000    0.000    0.001    0.001 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\fontconfig_pattern.py:62(__init__)
       37    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:907(set_capstyle)
       20    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\patches.py:475(set_capstyle)
        6    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:1045(_set_position)
        1    0.000    0.000    0.001    0.001 C:\Users\liuha\anaconda3\lib\linecache.py:82(updatecache)
        6    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\array_algos\take.py:111(_take_nd_ndarray)
        3    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\sorting.py:138(maybe_lift)
       40    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(around)
       17    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:518(_get_text2_transform)
        4    0.000    0.000    0.021    0.005 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:917(set_clip_path)
      198    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\figure.py:2362(_get_dpi)
       36    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\pathlib.py:724(__fspath__)
        6    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\construction.py:463(sanitize_array)
       15    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\frame.py:3860(_box_col_values)
        8    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\spines.py:294(set_position)
       21    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\enum.py:478(_get_mixins_)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:876(update_from_path)
       16    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:2820(parseImpl)
        1    0.000    0.000    0.008    0.008 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:1(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\array_algos\take.py:517(_take_preprocess_indexer_and_fill_value)
     20/6    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:4373(parseImpl)
        9    0.000    0.000    0.016    0.002 <__array_function__ internals>:2(take)
        2    0.000    0.000    0.001    0.001 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:409(_plot_args)
        2    0.000    0.000    0.033    0.016 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\pyplot.py:675(figure)
        1    0.000    0.000    0.001    0.001 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_tools.py:1(<module>)
       25    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\markers.py:254(__bool__)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\mpl_toolkits\mplot3d\axis3d.py:471(XAxis)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\widgets.py:1359(SubplotTool)
        4    0.000    0.000    0.000    0.000 {built-in method setCursor}
       20    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:959(reset_cache)
       30    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(linspace)
       16    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:4084(__init__)
      150    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
       20    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\text.py:1130(set_position)
      288    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\font_manager.py:765(get_file)
       87    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\inspect.py:1708(_signature_get_user_defined_method)
