         134227839 function calls (133581560 primitive calls) in 566.056 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:2118(_update_offset_text_position)
        1    0.000    0.000    0.011    0.011 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backends\qt_editor\figureoptions.py:6(<module>)
       10    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\fontconfig_pattern.py:138(_family)
        2    0.000    0.000    0.079    0.039 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\pyplot.py:3285(title)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:199(FigureCanvasQT)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\signal.py:45(signal)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_api\deprecation.py:1(<module>)
       14    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\text.py:362(<listcomp>)
        2    0.000    0.000    0.002    0.001 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:1116(_gen_axes_spines)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\dataclasses.py:487(_init_fn)
       96    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2737(_amin_dispatcher)
      138    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:772(postParse)
       30    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\_collections_abc.py:271(__subclasshook__)
        3    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\pathlib.py:1094(home)
        2    0.000    0.000    0.010    0.005 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:223(vstack)
        6    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:552(na_value_for_dtype)
       16    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4537(__contains__)
        1    0.000    0.000    0.001    0.001 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_api\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\spines.py:14(Spine)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_layoutgrid.py:126(reset_margins)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\warnings.py:130(filterwarnings)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexers.py:439(check_array_indexer)
       52    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:168(__init__)
       62    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:988(set_url)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3402(get_xlim)
       12    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\PIL\__init__.py:38(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\PIL\ImageFile.py:30(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\figure.py:788(_add_axes_internal)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\types.py:69(new_class)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\signal.py:35(_enum_to_int)
        7    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\rcsetup.py:299(validate_backend)
        6    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\artist.py:1074(set_label)
       93    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:175(open_group)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\figure.py:2448(set_constrained_layout_pads)
        3    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\ops\array_ops.py:138(_na_arithmetic_op)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\units.py:1(<module>)
        3    0.000    0.000    0.020    0.007 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\pyplot.py:277(backend_mod)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\__init__.py:479(matplotlib_fname)
        3    0.000    0.000    0.003    0.001 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\rcsetup.py:164(_validate_date_converter)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:1032(enable_packrat)
       42    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\results.py:262(haskeys)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\markers.py:436(_set_circle)
       10    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\spines.py:582(__iter__)
       10    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\distutils\version.py:302(__init__)
       80    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3195(_around_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\_config\config.py:114(_get_option)
       14    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\patches.py:313(set_antialiased)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\quiver.py:437(Quiver)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\tri\triinterpolate.py:1(<module>)
       22    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1420(is_extension_array_dtype)
       32    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\ticker.py:566(set_useOffset)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:1677(__init__)
       62    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\artist.py:706(get_path_effects)
        1    0.000    0.000    0.001    0.001 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_text_layout.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
        2    0.000    0.000    0.000    0.000 {built-in method update}
      148    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(sort)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\ticker.py:1684(Locator)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\fontconfig_pattern.py:158(_property)
        5    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:1392(__radd__)
        6    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:1924(_get_ticks_position)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\mpl_toolkits\mplot3d\art3d.py:283(Line3DCollection)
        2    0.000    0.000    0.002    0.001 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\frame.py:3483(_getitem_bool_array)
       12    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\legend_handler.py:58(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2989(set_axisbelow)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1957(enter_notify_event)
       16    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\ticker.py:1731(raise_if_exceeds)
        9    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:2616(get_matrix)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\hatch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1788(draw_event)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:5516(_arith_method)
        2    0.000    0.000    0.000    0.000 {built-in method setWindowIcon}
       34    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:108(__hash__)
       44    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\unicode.py:17(<genexpr>)
        5    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(inv)
       56    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1943(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_cm.py:158(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_mathtext.py:330(BakomaFonts)
        6    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:634(push)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\animation.py:241(MovieWriter)
        1    0.000    0.000    0.001    0.001 C:\Users\liuha\anaconda3\lib\site-packages\PIL\__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\figure.py:299(get_children)
        2    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_subplots.py:69(set_subplotspec)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\tokenize.py:295(detect_encoding)
        4    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\ops\common.py:54(new_method)
        6    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\warnings.py:181(_add_filter)
       20    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\base.py:263(is_dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\pyplot.py:901(close)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_mathtext.py:71(Fonts)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:1565(set_box_aspect)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\projections\polar.py:225(ThetaLocator)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\fnmatch.py:74(translate)
        6    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:574(is_dtype_equal)
       41    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:794(__len__)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:973(intervaly)
       20    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:4030(get_navigate)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\gridspec.py:33(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_layoutgrid.py:136(add_constraints)
       18    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.qVersion}
       49    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       42    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:673(<genexpr>)
        1    0.000    0.000    0.001    0.001 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\pyplot.py:112(install_repl_displayhook)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\typing.py:1593(<listcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:496(is_categorical_dtype)
       30    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1543(get_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\Desktop\TBM_3.0\src\model\RTM_initial.py:389(weighted_sum_over_lidf_solar_vec)
        8    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:852(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\text.py:223(_get_xy_display)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\genericpath.py:27(isfile)
       14    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1663(dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\common.py:224(asarray_tuplesafe)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\rcsetup.py:128(_validate_date)
        8    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\ticker.py:1884(__call__)
        2    0.000    0.000    0.033    0.016 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\pyplot.py:313(new_figure_manager)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\__init__.py:500(gen_candidates)
       10    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\rcsetup.py:357(validate_color_or_inherit)
        5    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:4972(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\offsetbox.py:1319(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\streamplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\projections\polar.py:408(RadialLocator)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\mpl_toolkits\mplot3d\axis3d.py:5(<module>)
       37    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:963(p1)
       37    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\artist.py:650(get_sketch_params)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1941(leave_notify_event)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\spines.py:1(<module>)
       49    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\_collections_abc.py:302(__subclasshook__)
        9    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6381(maybe_extract_name)
       16    0.000    0.000    0.000    0.000 {built-in method setDevicePixelRatio}
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\contour.py:641(ContourSet)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backends\backend_macosx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backends\qt_editor\_formlayout.py:57(ColorButton)
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\pyplot.py:843(gcf)
        8    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\dataclasses.py:610(_is_type)
       50    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:5711(<lambda>)
       36    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:562(locator)
        9    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\re.py:325(_subx)
       62    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:834(get_dashes)
        4    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\liuha\anaconda3\lib\site-packages\defusedxml\__init__.py:6(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_managers.py:34(ToolManager)
       16    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_layoutgrid.py:255(edit_margin)
       10    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\enum.py:332(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:699(Bbox)
      8/4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:2368(<lambda>)
        8    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:5716(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\text.py:514(_update_clip_properties)
       93    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:182(close_group)
        3    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\algorithms.py:183(_reconstruct_data)
        8    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:1365(get_minor_ticks)
       11    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\textwrap.py:465(indent)
       62    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3102(_ndim_dispatcher)
       12    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\managers.py:680(<listcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\distutils\version.py:312(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\rcsetup.py:271(validate_fonttype)
        1    0.000    0.000    0.003    0.003 C:\Users\liuha\anaconda3\lib\site-packages\cffi\__init__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\dates.py:1946(register_converters)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1291(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\offsetbox.py:1592(DraggableBase)
       16    0.000    0.000    0.000    0.000 {built-in method backgroundRole}
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\cffi\api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\helpers.py:14(delimited_list)
       31    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:4100(<genexpr>)
        1    0.000    0.000  210.173  210.173 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\pyplot.py:333(show)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_mathtext.py:756(StandardPsFonts)
        8    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\pathlib.py:929(__truediv__)
        3    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\frame.py:6172(f)
       10    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:4147(_generateDefaultName)
       50    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\text.py:247(get_transform_rotates_text)
       62    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1011(get_hatch)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:2391(_update_offset_text_position)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_layoutgrid.py:173(parent_constraints)
        2    0.000    0.000    0.005    0.003 C:\Users\liuha\anaconda3\lib\json\decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\unicode.py:99(identbodychars)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\patches.py:2410(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\twodim_base.py:156(eye)
        3    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\ops\array_ops.py:333(logical_op)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexing.py:2357(check_bool_indexer)
        9    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_api\__init__.py:43(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\patches.py:640(Shadow)
        3    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\textpath.py:24(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_mathtext.py:1544(Glue)
        3    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6397(_maybe_cast_data_without_dtype)
       14    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:562(dtype)
        7    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\transforms.py:263(__array__)
        7    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\dateutil\rrule.py:70(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\contour.py:48(ContourLabeler)
       14    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:738(get_scale)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:285(leaveEvent)
       46    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\scale.py:253(LogScale)
        7    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:4430(_generateDefaultName)
       20    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:3048(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:3327(update)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axes\_base.py:993(get_position)
       12    0.000    0.000    0.000    0.000 C:\Program Files\JetBrains\PyCharm Community Edition 2022.2.3\plugins\python-ce\helpers\pydev\_pydev_bundle\pydev_log.py:16(debug)
       40    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\colors.py:297(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\scale.py:421(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_layoutgrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3787(reindex)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\frame.py:6199(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:3304(parseImpl)
       62    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1034(get_sketch_params)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\widgets.py:310(Slider)
        8    0.000    0.000    0.001    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\spines.py:219(clear)
       60    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:474(_broadcast_arrays_dispatcher)
       93    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       42    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\_api\deprecation.py:225(__set_name__)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\testing.py:20(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\cycler.py:77(Cycler)
       62    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\axis.py:290(get_loc)
        2    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:619(destroy)
        3    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\algorithms.py:1427(take)
        9    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6279(ensure_index)
        1    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\PIL\GimpGradientFile.py:16(<module>)
        8    0.000    0.000    0.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pyparsing\core.py:1663(__call__)
