wavelength	RSR_412	RSR_443	RSR_469	RSR_488	RSR_531	RSR_551	RSR_555	RSR_645	RSR_667	RSR_678	RSR_748	RSR_859	RSR_869	RSR_1240	RSR_1640	RSR_2130
558	0.00054538	0.00020834	0	0.00036551	0.00089584	0.0018845	0.97582	0	2.40E-06	4.55E-06	1.22E-06	0	3.83E-06	0	0	0
559	0.00053955	0.00017094	0	0.00037535	0.0008607	0.001093	0.96046	0	2.30E-06	4.47E-06	1.16E-06	0	3.86E-06	0	0	0
560	0.00053372	0.00013354	0	0.0003852	0.00082557	0.00068999	0.9321	0	2.20E-06	4.38E-06	1.09E-06	0	3.89E-06	0	0	0
561	0.00052528	0.00012287	0	0.00040765	0.00082289	0.00048792	0.87025	0	2.43E-06	4.72E-06	1.13E-06	0	3.84E-06	0	0	0
562	0.00051684	0.0001122	0	0.00043009	0.0008202	0.00041485	0.77134	0	2.66E-06	5.05E-06	1.17E-06	0	3.79E-06	0	0	0
563	0.0005084	0.00010152	0	0.00045254	0.00081752	0.00038119	0.64028	0	2.89E-06	5.39E-06	1.21E-06	0	3.74E-06	0	0	0
564	0.00049996	9.09E-05	0	0.00047498	0.00081483	0.00023455	0.48469	0	3.12E-06	5.72E-06	1.25E-06	0	3.69E-06	0	0	0
565	0.00049152	8.02E-05	0	0.00049743	0.00081215	0.00016635	0.31567	0	3.35E-06	6.06E-06	1.29E-06	0	3.64E-06	0	0	0
566	0.00048309	6.95E-05	0	0.00051988	0.00080947	0.00012135	0.17097	0	3.57E-06	6.39E-06	1.33E-06	0	3.59E-06	0	0	0
567	0.00047465	5.88E-05	0	0.00054232	0.00080678	0.00022565	0.0752	0	3.80E-06	6.73E-06	1.37E-06	0	3.54E-06	0	0	0
568	0.00046621	4.82E-05	0	0.00056477	0.0008041	0.00041158	0.02839	0	4.03E-06	7.06E-06	1.41E-06	0	3.49E-06	0	0	0
569	0.00045777	3.75E-05	0	0.00058721	0.00080141	0.00060071	0.01044	0	4.26E-06	7.40E-06	1.45E-06	0	3.44E-06	0	0	0
570	0.00044933	2.68E-05	0	0.00060966	0.00079873	0.00078985	0	0	4.49E-06	7.73E-06	1.49E-06	0	3.39E-06	0	0	0
571	0.0004412	2.58E-05	0	0.00062993	0.00082725	0.00077519	0	0	4.58E-06	7.13E-06	1.53E-06	0	3.24E-06	0	0	0
572	0.00043307	2.48E-05	0	0.00065021	0.00085576	0.00076053	0	0	4.67E-06	6.53E-06	1.56E-06	0	3.09E-06	0	0	0
573	0.00042494	2.38E-05	0	0.00067048	0.00088428	0.00074587	0	0	4.75E-06	5.92E-06	1.60E-06	0	2.94E-06	0	0	0
574	0.00041681	2.27E-05	0	0.00069075	0.0009128	0.00073121	0	0	4.84E-06	5.32E-06	1.63E-06	0	2.79E-06	0	0	0
575	0.00040868	2.17E-05	0	0.00071103	0.00094131	0.00071656	0	0	4.93E-06	4.72E-06	1.67E-06	0	2.64E-06	0	0	0
576	0.00040055	2.07E-05	0	0.0007313	0.00096983	0.0007019	0	0	5.02E-06	4.11E-06	1.70E-06	0	2.49E-06	0	0	0
577	0.00039242	1.97E-05	0	0.00075157	0.00099835	0.00068724	0	0	5.10E-06	3.51E-06	1.74E-06	0	2.34E-06	0	0	0
578	0.00038429	1.87E-05	0	0.00077184	0.0010269	0.00067258	0	0	5.19E-06	2.91E-06	1.77E-06	0	2.19E-06	0	0	0
579	0.00037616	1.76E-05	0	0.00079212	0.0010554	0.00065792	0	0	5.28E-06	2.30E-06	1.81E-06	0	2.04E-06	0	0	0
580	0.00036803	1.66E-05	0	0.00081239	0.0010839	0.00064326	0	0	5.36E-06	1.70E-06	1.84E-06	0	1.89E-06	0	0	0
581	0.00034654	1.62E-05	0	0.0008165	0.0010097	0.00059944	0	0	6.12E-06	4.12E-06	1.34E-05	0	2.98E-06	0	0	0
582	0.00032504	1.58E-05	0	0.00082062	0.00093551	0.00055562	0	0	6.88E-06	6.54E-06	2.49E-05	0	4.06E-06	0	0	0
583	0.00030355	1.53E-05	0	0.00082473	0.00086131	0.00051179	0	0	7.64E-06	8.96E-06	3.65E-05	0	5.15E-06	0	0	0
584	0.00028206	1.49E-05	0	0.00082885	0.00078712	0.00046797	0	0	8.40E-06	1.14E-05	4.80E-05	0	6.23E-06	0	0	0
585	0.00026057	1.45E-05	0	0.00083296	0.00071292	0.00042415	0	0	9.16E-06	1.38E-05	5.96E-05	0	7.31E-06	0	0	0
586	0.00023907	1.40E-05	0	0.00083707	0.00063872	0.00038033	0	0	9.92E-06	1.62E-05	7.11E-05	0	8.40E-06	0	0	0
587	0.00021758	1.36E-05	0	0.00084119	0.00056453	0.00033651	0	0	1.07E-05	1.86E-05	8.27E-05	0	9.48E-06	0	0	0
588	0.00019609	1.32E-05	0	0.0008453	0.00049033	0.00029268	0	0	1.14E-05	2.11E-05	9.42E-05	0	1.06E-05	0	0	0
589	0.00017459	1.27E-05	0	0.00084942	0.00041614	0.00024886	0	0	1.22E-05	2.35E-05	0.00010578	0	1.17E-05	0	0	0
590	0.0001531	1.23E-05	0	0.00085353	0.00034194	0.00020504	0	0	1.30E-05	2.59E-05	0.00011733	0	1.27E-05	0	0	0
591	0.00014031	1.19E-05	0	0.00079306	0.00031516	0.00018826	0	0	1.71E-05	4.19E-05	0.00014866	0	2.04E-05	0	0	0
592	0.00012751	1.15E-05	0	0.00073259	0.00028839	0.00017148	0	0	2.12E-05	5.79E-05	0.00017998	0	2.80E-05	0	0	0
593	0.00011472	1.12E-05	0	0.00067211	0.00026161	0.0001547	0	0	2.53E-05	7.39E-05	0.00021131	0	3.57E-05	0	0	0
594	0.00010192	1.08E-05	0	0.00061164	0.00023483	0.00013791	0	0	2.94E-05	8.99E-05	0.00024263	0	4.34E-05	0	0	0
595	8.91E-05	1.04E-05	0	0.00055117	0.00020806	0.00012113	0	0	3.35E-05	0.00010594	0.00027396	0	5.10E-05	0	0	0
596	7.63E-05	1.00E-05	0	0.0004907	0.00018128	0.00010435	0	0	3.76E-05	0.00012195	0.00030529	0	5.87E-05	0	0	0
597	6.35E-05	9.62E-06	0	0.00043023	0.0001545	8.76E-05	0	0	4.17E-05	0.00013796	0.00033661	0	6.63E-05	0	0	0
598	5.07E-05	9.23E-06	0	0.00036975	0.00012773	7.08E-05	0	0	4.58E-05	0.00015396	0.00036794	0	7.40E-05	0	0	0
599	3.80E-05	8.85E-06	0	0.00030928	0.00010095	5.40E-05	0	0	5.00E-05	0.00016997	0.00039926	0	8.16E-05	0	0	0
600	2.52E-05	8.46E-06	0	0.00024881	7.42E-05	3.72E-05	0	0	5.41E-05	0.00018598	0.00043059	0	8.93E-05	0	0	0
601	2.46E-05	8.20E-06	0	0.00022813	7.12E-05	3.54E-05	0	0	6.05E-05	0.00019502	0.00044707	0	8.65E-05	0	0	0
602	2.39E-05	7.94E-06	0	0.00020745	6.82E-05	3.35E-05	0	0	6.70E-05	0.00020406	0.00046354	0	8.36E-05	0	0	0
603	2.33E-05	7.67E-06	0	0.00018677	6.52E-05	3.17E-05	0	0	7.34E-05	0.0002131	0.00048002	0	8.08E-05	0	0	0
604	2.27E-05	7.41E-06	0	0.00016609	6.23E-05	2.98E-05	0	0	7.99E-05	0.00022214	0.0004965	0	7.80E-05	0	0	0
605	2.21E-05	7.15E-06	0	0.00014541	5.93E-05	2.80E-05	0	0	8.64E-05	0.00023118	0.00051298	0	7.51E-05	0	0	0
606	2.15E-05	6.88E-06	0	0.00012473	5.63E-05	2.62E-05	0	0	9.28E-05	0.00024022	0.00052945	0	7.23E-05	0	0	0
607	2.09E-05	6.62E-06	0	0.00010405	5.33E-05	2.43E-05	0	0	9.93E-05	0.00024926	0.00054593	0	6.95E-05	0	0	0
608	2.03E-05	6.36E-06	0	8.34E-05	5.04E-05	2.25E-05	0	0	0.00010575	0.0002583	0.00056241	0	6.67E-05	0	0	0
609	1.97E-05	6.10E-06	0	6.27E-05	4.74E-05	2.06E-05	0	0	0.00011221	0.00026734	0.00057888	0	6.38E-05	0	0	0
610	1.91E-05	5.83E-06	0	4.20E-05	4.44E-05	1.88E-05	0	0	0.00011867	0.00027638	0.00059536	0	6.10E-05	0	0	0
611	2.00E-05	5.99E-06	0	5.28E-05	4.09E-05	1.89E-05	0	0	0.00010551	0.00030227	0.00072932	0	6.31E-05	0	0	0
612	2.09E-05	6.16E-06	0	6.35E-05	3.74E-05	1.90E-05	0	0	9.24E-05	0.00032816	0.00086329	0	6.53E-05	0	0	0
613	2.18E-05	6.32E-06	0	7.42E-05	3.40E-05	1.91E-05	0	0	7.92E-05	0.00035405	0.00099725	0	6.74E-05	0	0	0
614	2.27E-05	6.48E-06	0	8.50E-05	3.05E-05	1.93E-05	0	0.01508	6.60E-05	0.00037994	0.0011312	0	6.95E-05	0	0	0
615	2.36E-05	6.64E-06	0	9.57E-05	2.70E-05	1.94E-05	0	0.02807	5.29E-05	0.00040583	0.0012652	0	7.17E-05	0	0	0
616	2.44E-05	6.80E-06	0	0.00010649	2.35E-05	1.95E-05	0	0.07301	5.57E-05	0.00043172	0.0013991	0	7.38E-05	0	0	0
617	2.53E-05	6.96E-06	0	0.00011723	2.00E-05	1.96E-05	0	0.11795	4.94E-05	0.00045761	0.0015331	0	7.59E-05	0	0	0
618	2.62E-05	7.12E-06	0	0.00012798	1.65E-05	1.98E-05	0	0.17119	5.17E-05	0.0004835	0.0016671	0	7.81E-05	0	0	0
619	2.71E-05	7.28E-06	0	0.00013872	1.30E-05	1.99E-05	0	0.27389	4.86E-05	0.00050939	0.001801	0	8.02E-05	0	0	0
620	2.80E-05	7.45E-06	0	0.00014947	9.52E-06	2.00E-05	0	0.37699	4.97E-05	0.00053528	0.001935	0	8.23E-05	0	0	0
621	2.78E-05	7.72E-06	0	0.00013701	9.39E-06	1.89E-05	0	0.48296	5.00E-05	0.0005519	0.0019368	0	8.32E-05	0	0	0
622	2.75E-05	7.99E-06	0	0.00012455	9.25E-06	1.78E-05	0	0.58894	7.34E-05	0.00056852	0.0019387	0	8.40E-05	0	0	0
623	2.72E-05	8.26E-06	0	0.00011208	9.12E-06	1.67E-05	0	0.68603	9.11E-05	0.00058515	0.0019406	0	8.49E-05	0	0	0
624	2.70E-05	8.54E-06	0	9.96E-05	8.98E-06	1.56E-05	0	0.73067	6.99E-05	0.00060177	0.0019424	0	8.57E-05	0	0	0
625	2.67E-05	8.81E-06	0	8.72E-05	8.85E-06	1.45E-05	0	0.7699	6.85E-05	0.00061839	0.0019442	0	8.66E-05	0	0	0
626	2.65E-05	9.08E-06	0	7.47E-05	8.71E-06	1.35E-05	0	0.77429	7.89E-05	0.00063501	0.0019461	0	8.74E-05	0	0	0
627	2.62E-05	9.35E-06	0	6.22E-05	8.58E-06	1.24E-05	0	0.77869	0.00011219	0.00065163	0.001948	0	8.83E-05	0	0	0
628	2.59E-05	9.63E-06	0	4.98E-05	8.44E-06	1.13E-05	0	0.78279	9.01E-05	0.00066826	0.0019498	0	8.91E-05	0	0	0
629	2.57E-05	9.90E-06	0	3.73E-05	8.31E-06	1.02E-05	0	0.78493	7.00E-05	0.00068488	0.0019517	0	9.00E-05	0	0	0
630	2.54E-05	1.02E-05	0	2.48E-05	8.17E-06	9.10E-06	0	0.78695	6.21E-05	0.0007015	0.0019535	0	9.08E-05	0	0	0
631	2.80E-05	1.08E-05	0	2.30E-05	8.12E-06	8.50E-06	0	0.78829	6.01E-05	0.0007269	0.0019959	0	9.12E-05	0	0	0
632	3.07E-05	1.15E-05	0	2.12E-05	8.06E-06	7.90E-06	0	0.78964	8.48E-05	0.0007523	0.0020383	0	9.16E-05	0	0	0
633	3.33E-05	1.22E-05	0	1.94E-05	8.01E-06	7.31E-06	0	0.7912	0.0001011	0.00077771	0.0020807	0	9.20E-05	0	0	0
634	3.59E-05	1.28E-05	0	1.76E-05	7.95E-06	6.71E-06	0	0.79425	0.00010794	0.00080311	0.0021231	0	9.23E-05	0	0	0
635	3.86E-05	1.35E-05	0	1.58E-05	7.89E-06	6.12E-06	0	0.79757	0.0001	0.00082851	0.0021655	0	9.27E-05	0	0	0
636	4.12E-05	1.42E-05	0	1.40E-05	7.84E-06	5.52E-06	0	0.80253	9.95E-05	0.00085391	0.0022078	0	9.31E-05	0	0	0
637	4.38E-05	1.49E-05	0	1.22E-05	7.78E-06	4.93E-06	0	0.80749	9.20E-05	0.00087931	0.0022502	0	9.35E-05	0	0	0
638	4.65E-05	1.55E-05	0	1.04E-05	7.72E-06	4.33E-06	0	0.81257	0.00011211	0.00090472	0.0022926	0	9.39E-05	0	0	0
639	4.91E-05	1.62E-05	0	8.60E-06	7.67E-06	3.74E-06	0	0.81831	0.00013925	0.00093012	0.002335	0	9.43E-05	0	0	0
640	5.17E-05	1.69E-05	0	6.79E-06	7.61E-06	3.14E-06	0	0.82398	0.00014065	0.00095552	0.0023774	0	9.46E-05	0	0	0
641	4.79E-05	1.59E-05	0	6.73E-06	7.53E-06	3.26E-06	0	0.82923	0.00016552	0.00090271	0.002291	0	8.78E-05	0	0	0
642	4.41E-05	1.50E-05	0	6.68E-06	7.45E-06	3.38E-06	0	0.83448	0.00016485	0.0008499	0.0022045	0	8.09E-05	0	0	0
643	4.03E-05	1.41E-05	0	6.62E-06	7.37E-06	3.51E-06	0	0.84021	0.00017915	0.0007971	0.0021181	0	7.41E-05	0	0	0
644	3.65E-05	1.32E-05	0	6.56E-06	7.29E-06	3.63E-06	0	0.8491	0.000175	0.00074429	0.0020316	0	6.72E-05	0	0	0
645	3.28E-05	1.22E-05	0	6.50E-06	7.21E-06	3.75E-06	0	0.85865	0.00016364	0.00069148	0.0019452	0	6.03E-05	0	0	0
646	2.90E-05	1.13E-05	0	6.44E-06	7.13E-06	3.87E-06	0	0.8721	0.0002086	0.00063867	0.0018588	0	5.35E-05	0	0	0
647	2.52E-05	1.04E-05	0	6.38E-06	7.05E-06	3.99E-06	0	0.88555	0.00024595	0.00058586	0.0017723	0	4.66E-05	0	0	0
648	2.14E-05	9.48E-06	0	6.33E-06	6.97E-06	4.11E-06	0	0.89853	0.00027455	0.00053306	0.0016859	0	3.98E-05	0	0	0
649	1.76E-05	8.55E-06	0	6.27E-06	6.89E-06	4.23E-06	0	0.90855	0.00028905	0.00048025	0.0015994	0	3.29E-05	0	0	0
650	1.38E-05	7.63E-06	0	6.21E-06	6.81E-06	4.35E-06	0	0.91952	0.0003411	0.00042744	0.001513	0	2.60E-05	0	0	0
651	2.10E-05	8.36E-06	0	6.23E-06	7.68E-06	5.24E-06	0	0.93715	0.000424	0.00049059	0.0018538	0	3.19E-05	0	0	0
652	2.82E-05	9.08E-06	0	6.26E-06	8.54E-06	6.14E-06	0	0.95479	0.00049822	0.00055373	0.0021947	0	3.78E-05	0	0	0
653	3.55E-05	9.81E-06	0	6.28E-06	9.40E-06	7.03E-06	0	0.97171	0.00057936	0.00061688	0.0025355	0	4.37E-05	0	0	0
654	4.27E-05	1.05E-05	0	6.30E-06	1.03E-05	7.92E-06	0	0.98344	0.0011487	0.00068002	0.0028764	0	4.96E-05	0	0	0
655	4.99E-05	1.13E-05	0	6.33E-06	1.11E-05	8.81E-06	0	0.9938	0.0018442	0.00074317	0.0032172	0	5.55E-05	0	0	0
656	5.71E-05	1.20E-05	0	6.35E-06	1.20E-05	9.71E-06	0	0.99596	0.011257	0.00080631	0.003558	0	6.14E-05	0	0	0
657	6.44E-05	1.27E-05	0	6.37E-06	1.28E-05	1.06E-05	0	0.99813	0.023074	0.00086946	0.0038989	0	6.73E-05	0	0	0
658	7.16E-05	1.34E-05	0	6.40E-06	1.37E-05	1.15E-05	0	0.99751	0.10369	0.0009326	0.0042397	0	7.32E-05	0	0	0
659	7.88E-05	1.42E-05	0	6.42E-06	1.46E-05	1.24E-05	0	0.97905	0.20162	0.00099575	0.0045806	0	7.91E-05	0	0	0
660	8.60E-05	1.49E-05	0	6.44E-06	1.54E-05	1.33E-05	0	0.95684	0.37724	0.0010589	0.0049214	0	8.50E-05	0	0	0
661	8.87E-05	1.58E-05	0	6.41E-06	1.51E-05	1.31E-05	0	0.90751	0.56699	0.001122	0.0044593	0	8.00E-05	0	0	0
662	9.14E-05	1.67E-05	0	6.37E-06	1.48E-05	1.30E-05	0	0.85819	0.73925	0.0011852	0.0039972	0	7.49E-05	0	0	0
663	9.41E-05	1.77E-05	0	6.33E-06	1.46E-05	1.29E-05	0	0.80985	0.89799	0.0012483	0.0035351	0	6.99E-05	0	0	0
664	9.68E-05	1.86E-05	0	6.29E-06	1.43E-05	1.27E-05	0	0.76739	0.95848	0.0033308	0.003073	0	6.49E-05	0	0	0
665	9.95E-05	1.95E-05	0	6.25E-06	1.40E-05	1.26E-05	0	0.72271	0.99604	0.0078596	0.0026109	0	5.99E-05	0	0	0
666	0.00010224	2.04E-05	0	6.21E-06	1.37E-05	1.24E-05	0	0.66488	0.96219	0.017214	0.0021488	0	5.48E-05	0	0	0
667	0.00010494	2.14E-05	0	6.18E-06	1.34E-05	1.23E-05	0	0.60704	0.91551	0.036635	0.0016867	0	4.98E-05	0	0	0
668	0.00010765	2.23E-05	0	6.14E-06	1.31E-05	1.22E-05	0	0.54696	0.85185	0.075727	0.0012246	0	4.48E-05	0	0	0
669	0.00011035	2.32E-05	0	6.10E-06	1.28E-05	1.20E-05	0	0.4727	0.77656	0.15241	0.00076248	0	3.98E-05	0	0	0
670	0.00011305	2.41E-05	0	6.06E-06	1.25E-05	1.19E-05	0	0.39879	0.62629	0.27689	0.00030038	0	3.48E-05	0	0	0
671	0.00011169	2.35E-05	0	5.77E-06	1.23E-05	1.12E-05	0	0.32717	0.45609	0.43559	0.0002963	0	3.24E-05	0	0	0
672	0.00011032	2.29E-05	0	5.47E-06	1.21E-05	1.05E-05	0	0.25555	0.31755	0.60237	0.00029222	0	3.00E-05	0	0	0
673	0.00010896	2.23E-05	0	5.17E-06	1.19E-05	9.86E-06	0	0.18746	0.18497	0.76047	0.00028814	0	2.75E-05	0	0	0
674	0.0001076	2.17E-05	0	4.88E-06	1.17E-05	9.18E-06	0	0.14145	0.096756	0.89111	0.00028406	0	2.51E-05	0	0	0
675	0.00010623	2.11E-05	0	4.58E-06	1.14E-05	8.51E-06	0	0.09847	0.013711	0.97341	0.00027998	0	2.27E-05	0	0	0
676	0.00010487	2.05E-05	0	4.29E-06	1.12E-05	7.83E-06	0	0.07646	0.0023756	0.99748	0.0002759	0	2.03E-05	0	0	0
677	0.00010351	1.99E-05	0	3.99E-06	1.10E-05	7.16E-06	0	0.05446	0.00033778	0.99226	0.00027182	0	1.79E-05	0	0	0
678	0.00010215	1.93E-05	0	3.69E-06	1.08E-05	6.48E-06	0	0.034	0.00012478	0.97751	0.00026774	0	1.55E-05	0	0	0
679	0.00010078	1.87E-05	0	3.40E-06	1.06E-05	5.81E-06	0	0.02444	8.00E-05	0.94435	0.00026366	0	1.31E-05	0	0	0
680	9.94E-05	1.81E-05	0	3.10E-06	1.04E-05	5.14E-06	0	0.01564	6.43E-05	0.86696	0.00025958	0	1.07E-05	0	0	0
681	9.68E-05	1.69E-05	0	3.02E-06	9.92E-06	4.78E-06	0	0.01195	7.52E-05	0.74706	0.00026696	0	1.05E-05	0	0	0
682	9.42E-05	1.56E-05	0	2.95E-06	9.46E-06	4.43E-06	0	0	6.32E-05	0.60951	0.00027434	0	1.03E-05	0	0	0
683	9.16E-05	1.44E-05	0	2.87E-06	9.00E-06	4.08E-06	0	0	4.97E-05	0.46313	0.00028173	0	1.01E-05	0	0	0
684	8.90E-05	1.31E-05	0	2.79E-06	8.54E-06	3.73E-06	0	0	4.42E-05	0.29373	0.00028911	0	9.88E-06	0	0	0
685	8.64E-05	1.19E-05	0	2.71E-06	8.08E-06	3.37E-06	0	0	3.11E-05	0.14128	0.00029649	0	9.67E-06	0	0	0
686	8.38E-05	1.06E-05	0	2.63E-06	7.62E-06	3.02E-06	0	0	3.49E-05	0.054569	0.00030387	0	9.46E-06	0	0	0
687	8.12E-05	9.40E-06	0	2.56E-06	7.16E-06	2.67E-06	0	0	4.00E-05	0.021852	0.00031125	0	9.26E-06	0	0	0
688	7.86E-05	8.15E-06	0	2.48E-06	6.70E-06	2.31E-06	0	0	3.60E-05	0.0097169	0.00031864	0	9.05E-06	0	0	0
689	7.61E-05	6.91E-06	0	2.40E-06	6.24E-06	1.96E-06	0	0	4.00E-05	0.0049319	0.00032602	0	8.84E-06	0	0	0
690	7.35E-05	5.67E-06	0	2.32E-06	5.78E-06	1.61E-06	0	0	3.83E-05	0.0024712	0.0003334	0	8.64E-06	0	0	0
691	7.19E-05	5.48E-06	0	2.50E-06	5.77E-06	1.70E-06	0	0	4.33E-05	0.0013146	0.00034065	0	8.90E-06	0	0	0
692	7.03E-05	5.29E-06	0	2.67E-06	5.77E-06	1.79E-06	0	0	4.39E-05	0.00061599	0.0003479	0	9.16E-06	0	0	0
693	6.87E-05	5.10E-06	0	2.85E-06	5.76E-06	1.89E-06	0	0	4.90E-05	0.00051132	0.00035515	0	9.43E-06	0	0	0
694	6.71E-05	4.91E-06	0	3.03E-06	5.76E-06	1.98E-06	0	0	4.55E-05	0.00048787	0.0003624	0	9.69E-06	0	0	0
695	6.55E-05	4.72E-06	0	3.20E-06	5.75E-06	2.07E-06	0	0	4.93E-05	0.00046442	0.00036965	0	9.95E-06	0	0	0
696	6.39E-05	4.53E-06	0	3.38E-06	5.75E-06	2.17E-06	0	0	4.00E-05	0.00044096	0.0003769	0	1.02E-05	0	0	0
697	6.23E-05	4.34E-06	0	3.56E-06	5.74E-06	2.26E-06	0	0	5.00E-05	0.00041751	0.00038415	0	1.05E-05	0	0	0
698	6.07E-05	4.15E-06	0	3.73E-06	5.74E-06	2.35E-06	0	0	3.68E-05	0.00039405	0.0003914	0	1.07E-05	0	0	0
699	5.91E-05	3.96E-06	0	3.91E-06	5.73E-06	2.45E-06	0	0	3.70E-05	0.0003706	0.00039865	0	1.10E-05	0	0	0
700	5.75E-05	3.77E-06	0	4.09E-06	5.72E-06	2.54E-06	0	0	4.00E-05	0.00034715	0.0004059	0	1.13E-05	0	0	0
701	5.56E-05	4.22E-06	0	3.97E-06	5.88E-06	2.66E-06	0	0	4.90E-05	0.00032369	0.00041745	0	1.15E-05	0	0	0
702	5.37E-05	4.68E-06	0	3.86E-06	6.04E-06	2.79E-06	0	0	4.61E-05	0.00030024	0.000429	0	1.17E-05	0	0	0
703	5.18E-05	5.13E-06	0	3.75E-06	6.20E-06	2.92E-06	0	0	5.79E-05	0.00027679	0.00044055	0	1.19E-05	0	0	0
704	5.00E-05	5.59E-06	0	3.63E-06	6.36E-06	3.04E-06	0	0	5.00E-05	0.00025333	0.0004521	0	1.21E-05	0	0	0
705	4.81E-05	6.04E-06	0	3.52E-06	6.52E-06	3.17E-06	0	0	3.96E-05	0.00022988	0.00046366	0	1.23E-05	0	0	0
706	4.62E-05	6.50E-06	0	3.40E-06	6.68E-06	3.30E-06	0	0	4.00E-05	0.00020642	0.00047521	0	1.25E-05	0	0	0
707	4.43E-05	6.95E-06	0	3.29E-06	6.84E-06	3.42E-06	0	0	4.00E-05	0.00018297	0.00048676	0	1.27E-05	0	0	0
708	4.24E-05	7.41E-06	0	3.18E-06	7.00E-06	3.55E-06	0	0	3.80E-05	0.00015952	0.00049831	0	1.29E-05	0	0	0
709	4.05E-05	7.86E-06	0	3.06E-06	7.16E-06	3.68E-06	0	0	4.00E-05	0.00013606	0.00050986	0	1.31E-05	0	0	0
710	3.86E-05	8.32E-06	0	2.95E-06	7.32E-06	3.80E-06	0	0	4.00E-05	0.00011261	0.00052141	0	1.33E-05	0	0	0
711	4.00E-05	8.21E-06	0	3.05E-06	7.40E-06	3.61E-06	0	0	4.78E-05	0.00011186	0.0005472	0	1.30E-05	0	0	0
712	4.13E-05	8.11E-06	0	3.15E-06	7.47E-06	3.42E-06	0	0	4.89E-05	0.00011111	0.00057299	0	1.27E-05	0	0	0
713	4.27E-05	8.00E-06	0	3.25E-06	7.55E-06	3.23E-06	0	0	4.17E-05	0.00011036	0.00059877	0	1.24E-05	0	0	0
714	4.41E-05	7.89E-06	0	3.35E-06	7.62E-06	3.04E-06	0	0	5.56E-05	0.00010961	0.00062456	0	1.21E-05	0	0	0
715	4.55E-05	7.79E-06	0	3.45E-06	7.70E-06	2.85E-06	0	0	5.00E-05	0.00010886	0.00065035	0	1.18E-05	0	0	0
716	4.68E-05	7.68E-06	0	3.55E-06	7.78E-06	2.66E-06	0	0	5.50E-05	0.00010811	0.00067614	0	1.16E-05	0	0	0
717	4.82E-05	7.58E-06	0	3.65E-06	7.85E-06	2.47E-06	0	0	6.00E-05	0.00010736	0.00070193	0	1.13E-05	0	0	0
718	4.96E-05	7.47E-06	0	3.75E-06	7.93E-06	2.27E-06	0	0	6.00E-05	0.00010661	0.00072771	0	1.10E-05	0	0	0
719	5.09E-05	7.36E-06	0	3.85E-06	8.00E-06	2.08E-06	0	0	4.72E-05	0.00010586	0.0007535	0	1.07E-05	0	0	0
720	5.23E-05	7.26E-06	0	3.95E-06	8.08E-06	1.89E-06	0	0	4.34E-05	0.00010511	0.00077929	0	1.04E-05	0	0	0
721	4.90E-05	7.36E-06	0	3.69E-06	7.63E-06	1.94E-06	0	0	4.79E-05	9.86E-05	0.00076253	0	1.06E-05	0	0	0
722	4.56E-05	7.45E-06	0	3.43E-06	7.18E-06	1.98E-06	0	0	4.81E-05	9.22E-05	0.00074577	0	1.08E-05	0	0	0
723	4.23E-05	7.55E-06	0	3.18E-06	6.73E-06	2.02E-06	0	0	4.57E-05	8.57E-05	0.00072902	0	1.10E-05	0	0	0
724	3.89E-05	7.65E-06	0	2.92E-06	6.29E-06	2.07E-06	0	0	4.32E-05	7.92E-05	0.00071226	0	1.13E-05	0	0	0
725	3.56E-05	7.74E-06	0	2.66E-06	5.84E-06	2.11E-06	0	0	4.08E-05	7.28E-05	0.0006955	0	1.15E-05	0	0	0
726	3.22E-05	7.84E-06	0	2.40E-06	5.39E-06	2.16E-06	0	0	3.84E-05	6.63E-05	0.00067874	0	1.17E-05	0	0	0
727	2.89E-05	7.94E-06	0	2.14E-06	4.94E-06	2.20E-06	0	0	3.59E-05	5.98E-05	0.00066198	0	1.19E-05	0	0	0
728	2.55E-05	8.03E-06	0	1.88E-06	4.49E-06	2.24E-06	0	0	3.35E-05	5.34E-05	0.00064523	0	1.21E-05	0	0	0
729	2.22E-05	8.13E-06	0	1.63E-06	4.05E-06	2.29E-06	0	0	3.10E-05	4.69E-05	0.00062847	0	1.24E-05	0	0	0
730	1.88E-05	8.23E-06	0	1.37E-06	3.60E-06	2.33E-06	0	0	2.86E-05	4.04E-05	0.00061171	0	1.26E-05	0	0	0
731	1.93E-05	8.60E-06	0	1.50E-06	4.52E-06	2.39E-06	0	0	3.95E-05	7.37E-05	0.0011819	0	2.75E-05	0	0	0
732	1.98E-05	8.98E-06	0	1.64E-06	5.44E-06	2.44E-06	0	0	5.03E-05	0.00010703	0.001752	0	4.23E-05	0	0	0
733	2.02E-05	9.35E-06	0	1.78E-06	6.37E-06	2.50E-06	0	0	6.12E-05	0.00014033	0.002718	0	5.72E-05	0	0	0
734	2.07E-05	9.73E-06	0	1.91E-06	7.29E-06	2.55E-06	0	0	7.21E-05	0.00017362	0.0044216	0	7.20E-05	0	0	0
735	2.11E-05	1.01E-05	0	2.05E-06	8.21E-06	2.61E-06	0	0	8.30E-05	0.00020692	0.0077283	0	8.69E-05	0	0	0
736	2.16E-05	1.05E-05	0	2.18E-06	9.14E-06	2.66E-06	0	0	9.38E-05	0.00024021	0.01175	0	0.00010177	0	0	0
737	2.21E-05	1.09E-05	0	2.32E-06	1.01E-05	2.72E-06	0	0	0.0001047	0.00027351	0.024855	0	0.00011664	0	0	0
