wavelength	RSR_412	RSR_443	RSR_469	RSR_488	RSR_531	RSR_551	RSR_555	RSR_645	RSR_667	RSR_678	RSR_748	RSR_859	RSR_869	RSR_1240	RSR_1640	RSR_2130
738	2.25E-05	1.12E-05	0	2.46E-06	1.10E-05	2.77E-06	0	0	0.00011558	0.0003068	0.056691	0	0.0001315	0	0	0
739	2.30E-05	1.16E-05	0	2.59E-06	1.19E-05	2.83E-06	0	0	0.00012645	0.0003401	0.12241	0	0.00014637	0	0	0
740	2.34E-05	1.20E-05	0	2.73E-06	1.28E-05	2.88E-06	0	0	0.00013732	0.00037339	0.2305	0	0.00016123	0	0	0
741	2.47E-05	1.29E-05	0	2.80E-06	1.30E-05	2.74E-06	0	0	0.00013911	0.00038911	0.37387	0	0.00019251	0	0	0
742	2.59E-05	1.37E-05	0	2.87E-06	1.32E-05	2.59E-06	0	0	0.0001409	0.00040482	0.53806	0	0.00022378	0	0	0
743	2.72E-05	1.46E-05	0	2.94E-06	1.33E-05	2.44E-06	0	0	0.0001427	0.00042054	0.70533	0	0.00025506	0	0	0
744	2.84E-05	1.55E-05	0	3.01E-06	1.35E-05	2.30E-06	0	0	0.00014449	0.00043625	0.85155	0	0.00028633	0	0	0
745	2.96E-05	1.64E-05	0	3.08E-06	1.37E-05	2.15E-06	0	0	0.00014628	0.00045197	0.9455	0	0.00031761	0	0	0
746	3.09E-05	1.73E-05	0	3.15E-06	1.39E-05	2.00E-06	0	0	0.00014807	0.00046769	0.98705	0	0.00034889	0	0	0
747	3.21E-05	1.82E-05	0	3.22E-06	1.40E-05	1.86E-06	0	0	0.00014986	0.0004834	0.99741	0	0.00038016	0	0	0
748	3.33E-05	1.90E-05	0	3.29E-06	1.42E-05	1.71E-06	0	0	0.00015166	0.00049912	0.96214	0	0.00041144	0	0	0
749	3.46E-05	1.99E-05	0	3.35E-06	1.44E-05	1.56E-06	0	0	0.00015345	0.00051483	0.87558	0	0.00044271	0	0	0
750	3.58E-05	2.08E-05	0	3.42E-06	1.45E-05	1.41E-06	0	0	0.00015524	0.00053055	0.7586	0	0.00047399	0	0	0
751	3.71E-05	1.97E-05	0	4.13E-06	1.43E-05	1.66E-06	0	0	0.00015813	0.00053003	0.62099	0	0.00046047	0	0	0
752	3.84E-05	1.87E-05	0	4.84E-06	1.41E-05	1.90E-06	0	0	0.00016103	0.00052951	0.44923	0	0.00044695	0	0	0
753	3.97E-05	1.76E-05	0	5.54E-06	1.39E-05	2.14E-06	0	0	0.00016392	0.00052899	0.25824	0	0.00043344	0	0	0
754	4.10E-05	1.65E-05	0	6.25E-06	1.37E-05	2.39E-06	0	0	0.00016682	0.00052847	0.12001	0	0.00041992	0	0	0
755	4.23E-05	1.54E-05	0	6.96E-06	1.35E-05	2.63E-06	0	0	0.00016971	0.00052794	0.053017	0	0.0004064	0	0	0
756	4.36E-05	1.44E-05	0	7.67E-06	1.33E-05	2.87E-06	0	0	0.0001726	0.00052742	0.024162	0	0.00039288	0	0	0
757	4.49E-05	1.33E-05	0	8.37E-06	1.31E-05	3.12E-06	0	0	0.0001755	0.0005269	0.010736	0	0.00037936	0	0	0
758	4.62E-05	1.22E-05	0	9.08E-06	1.29E-05	3.36E-06	0	0	0.00017839	0.00052638	0.0046912	0	0.00036585	0	0	0
759	4.75E-05	1.11E-05	0	9.79E-06	1.27E-05	3.60E-06	0	0	0.00018129	0.00052586	0.0020938	0	0.00035233	0	0	0
760	4.88E-05	1.01E-05	0	1.05E-05	1.25E-05	3.84E-06	0	0	0.00018418	0.00052534	0.00096067	0	0.00033881	0	0	0
761	4.69E-05	1.05E-05	0	1.01E-05	1.32E-05	4.15E-06	0	0	0.00020002	0.00052641	0.0004149	0	0.00032527	0	0	0
762	4.49E-05	1.08E-05	0	9.80E-06	1.38E-05	4.45E-06	0	0	0.00021586	0.00052747	0.00025461	0	0.00031173	0	0	0
763	4.30E-05	1.12E-05	0	9.46E-06	1.44E-05	4.75E-06	0	0	0.0002317	0.00052854	0.00024462	0	0.0002982	0	0	0
764	4.10E-05	1.16E-05	0	9.11E-06	1.51E-05	5.05E-06	0	0	0.00024754	0.00052961	0.00023463	0	0.00028466	0	0	0
765	3.91E-05	1.20E-05	0	8.76E-06	1.57E-05	5.35E-06	0	0	0.00026337	0.00053067	0.00022464	0	0.00027112	0	0	0
766	3.71E-05	1.24E-05	0	8.42E-06	1.64E-05	5.65E-06	0	0	0.00027921	0.00053174	0.00021465	0	0.00025758	0	0	0
767	3.51E-05	1.28E-05	0	8.07E-06	1.70E-05	5.95E-06	0	0	0.00029505	0.00053281	0.00020466	0	0.00024404	0	0	0
768	3.32E-05	1.31E-05	0	7.72E-06	1.77E-05	6.26E-06	0	0	0.00031089	0.00053388	0.00019468	0	0.00023051	0	0	0
769	3.12E-05	1.35E-05	0	7.38E-06	1.83E-05	6.56E-06	0	0	0.00032673	0.00053494	0.00018469	0	0.00021697	0	0	0
770	2.93E-05	1.39E-05	0	7.03E-06	1.90E-05	6.86E-06	0	0	0.00034257	0.00053601	0.0001747	0	0.00020343	0	0	0
771	2.82E-05	1.44E-05	0	6.89E-06	1.90E-05	6.54E-06	0	0	0.00037894	0.00053312	0.00016471	0	0.00020063	0	0	0
772	2.70E-05	1.48E-05	0	6.75E-06	1.90E-05	6.21E-06	0	0	0.00041531	0.00053023	0.00015471	0	0.00019784	0	0	0
773	2.59E-05	1.53E-05	0	6.60E-06	1.90E-05	5.89E-06	0	0	0.00045167	0.00052734	0.00014472	0	0.00019504	0	0	0
774	2.48E-05	1.58E-05	0	6.46E-06	1.90E-05	5.57E-06	0	0	0.00048804	0.00052445	0.00013472	0	0.00019225	0	0	0
775	2.37E-05	1.62E-05	0	6.32E-06	1.90E-05	5.25E-06	0	0	0.00052441	0.00052156	0.00012473	0	0.00018945	0	0	0
776	2.26E-05	1.67E-05	0	6.17E-06	1.90E-05	4.93E-06	0	0	0.00056078	0.00051868	0.00011474	0	0.00018666	0	0	0
777	2.15E-05	1.72E-05	0	6.03E-06	1.90E-05	4.61E-06	0	0	0.00059715	0.00051579	0.00010474	0	0.00018387	0	0	0
778	2.03E-05	1.76E-05	0	5.89E-06	1.90E-05	4.28E-06	0	0	0.00063351	0.0005129	9.47E-05	0	0.00018107	0	0	0
779	1.92E-05	1.81E-05	0	5.74E-06	1.90E-05	3.96E-06	0	0	0.00066988	0.00051001	8.48E-05	0	0.00017828	0	0	0
780	1.81E-05	1.86E-05	0	5.60E-06	1.90E-05	3.64E-06	0	0	0.00070625	0.00050712	7.48E-05	0	0.00017548	0	0	0
781	1.89E-05	1.83E-05	0	6.25E-06	1.91E-05	3.81E-06	0	0	0.00069176	0.00052689	7.51E-05	0	0.00017389	0	0	0
782	1.97E-05	1.80E-05	0	6.90E-06	1.92E-05	3.97E-06	0	0	0.00067727	0.00054667	7.55E-05	0	0.0001723	0	0	0
783	2.05E-05	1.78E-05	0	7.55E-06	1.93E-05	4.14E-06	0	0	0.00066279	0.00056645	7.58E-05	0	0.00017072	0	0	0
784	2.13E-05	1.75E-05	0	8.20E-06	1.94E-05	4.31E-06	0	0	0.0006483	0.00058622	7.62E-05	0	0.00016913	0	0	0
785	2.21E-05	1.73E-05	0	8.85E-06	1.95E-05	4.47E-06	0	0	0.00063381	0.000606	7.66E-05	0	0.00016754	0	0	0
786	2.29E-05	1.70E-05	0	9.50E-06	1.96E-05	4.64E-06	0	0	0.00061932	0.00062577	7.69E-05	0	0.00016595	0	0	0
787	2.37E-05	1.68E-05	0	1.01E-05	1.96E-05	4.81E-06	0	0	0.00060483	0.00064554	7.73E-05	0	0.00016436	0	0	0
788	2.45E-05	1.65E-05	0	1.08E-05	1.97E-05	4.97E-06	0	0	0.00059035	0.00066532	7.76E-05	0	0.00016278	0	0	0
789	2.53E-05	1.62E-05	0	1.14E-05	1.98E-05	5.14E-06	0	0	0.00057586	0.00068509	7.80E-05	0	0.00016119	0	0	0
790	2.62E-05	1.60E-05	0	1.21E-05	1.99E-05	5.31E-06	0	0	0.00056137	0.00070487	7.84E-05	0	0.0001596	0	0	0
791	2.63E-05	1.61E-05	0	1.20E-05	1.95E-05	5.34E-06	0	0	0.00060835	0.00072628	7.79E-05	0	0.00015913	0	0	0
792	2.64E-05	1.62E-05	0	1.20E-05	1.90E-05	5.37E-06	0	0	0.00065534	0.0007477	7.74E-05	0	0.00015867	0	0	0
793	2.66E-05	1.63E-05	0	1.19E-05	1.86E-05	5.41E-06	0	0	0.00070232	0.00076911	7.70E-05	0	0.0001582	0	0	0
794	2.67E-05	1.64E-05	0	1.18E-05	1.81E-05	5.44E-06	0	0	0.0007493	0.00079053	7.65E-05	0	0.00015774	0	0	0
795	2.68E-05	1.66E-05	0	1.18E-05	1.76E-05	5.47E-06	0	0	0.00079628	0.00081194	7.60E-05	0	0.00015727	0	0	0
796	2.70E-05	1.67E-05	0	1.17E-05	1.72E-05	5.51E-06	0	0	0.00084327	0.00083335	7.56E-05	0	0.0001568	0	0	0
797	2.71E-05	1.68E-05	0	1.16E-05	1.67E-05	5.54E-06	0	0	0.00089025	0.00085477	7.51E-05	0	0.00015634	0	0	0
798	2.72E-05	1.69E-05	0	1.16E-05	1.63E-05	5.57E-06	0	0	0.00093723	0.00087618	7.46E-05	0	0.00015587	0	0	0
799	2.74E-05	1.70E-05	0	1.15E-05	1.58E-05	5.61E-06	0	0	0.00098422	0.0008976	7.42E-05	0	0.00015541	0	0	0
800	2.75E-05	1.72E-05	0	1.14E-05	1.54E-05	5.64E-06	0	0	0.0010312	0.00091901	7.37E-05	0	0.00015494	0	0	0
801	2.73E-05	1.77E-05	0	1.11E-05	1.65E-05	6.15E-06	0	0	0.00099122	0.00091486	7.51E-05	0	0.00015772	0	0	0
802	2.71E-05	1.82E-05	0	1.07E-05	1.77E-05	6.66E-06	0	0	0.00095125	0.00091071	7.66E-05	0	0.0001605	0	0	0
803	2.69E-05	1.88E-05	0	1.04E-05	1.89E-05	7.16E-06	0	0	0.00091127	0.00090655	7.80E-05	0	0.00016327	0	0	0
804	2.67E-05	1.93E-05	0	1.00E-05	2.00E-05	7.67E-06	0	0	0.0008713	0.0009024	7.94E-05	0	0.00016605	0	0	0
805	2.65E-05	1.99E-05	0	9.69E-06	2.12E-05	8.18E-06	0	0	0.00083132	0.00089825	8.09E-05	0	0.00016883	0	0	0
806	2.63E-05	2.04E-05	0	9.34E-06	2.24E-05	8.69E-06	0	0	0.00079134	0.0008941	8.23E-05	0	0.00017161	0	0	0
807	2.60E-05	2.10E-05	0	9.00E-06	2.35E-05	9.20E-06	0	0	0.00075137	0.00088995	8.37E-05	0	0.00017439	0	0	0
808	2.58E-05	2.15E-05	0	8.65E-06	2.47E-05	9.71E-06	0	0	0.00071139	0.00088579	8.52E-05	0	0.00017716	0	0	0
809	2.56E-05	2.21E-05	0	8.30E-06	2.58E-05	1.02E-05	0	0	0.00067142	0.00088164	8.66E-05	0	0.00017994	0	0	0
810	2.54E-05	2.26E-05	0	7.95E-06	2.70E-05	1.07E-05	0	0	0.00063144	0.00087749	8.80E-05	0	0.00018272	0	0	0
811	2.75E-05	2.44E-05	0	8.57E-06	2.72E-05	1.10E-05	0	0	0.00062863	0.00087641	8.99E-05	0	0.00018784	0	0	0
812	2.97E-05	2.62E-05	0	9.18E-06	2.75E-05	1.13E-05	0	0	0.00062581	0.00087532	9.17E-05	0	0.00019295	0	0	0
813	3.18E-05	2.79E-05	0	9.79E-06	2.77E-05	1.15E-05	0	0	0.000623	0.00087424	9.36E-05	0	0.00019807	0	0	0
814	3.39E-05	2.97E-05	0	1.04E-05	2.79E-05	1.18E-05	0	0	0.00062018	0.00087315	9.54E-05	0	0.00020318	0	0	0
815	3.60E-05	3.14E-05	0	1.10E-05	2.81E-05	1.21E-05	0	0	0.00061737	0.00087207	9.73E-05	0	0.0002083	0	0	0
816	3.82E-05	3.32E-05	0	1.16E-05	2.84E-05	1.23E-05	0	0	0.00061455	0.00087099	9.91E-05	0	0.00021342	0	0	0
817	4.03E-05	3.49E-05	0	1.22E-05	2.86E-05	1.26E-05	0	0	0.00061173	0.0008699	0.000101	0	0.00021853	0	0	0
818	4.24E-05	3.67E-05	0	1.29E-05	2.88E-05	1.29E-05	0	0	0.00060892	0.00086882	0.00010285	0	0.00022365	0	0	0
819	4.45E-05	3.85E-05	0	1.35E-05	2.90E-05	1.31E-05	0	0	0.0006061	0.00086773	0.00010471	0	0.00022876	0	0	0
820	4.67E-05	4.02E-05	0	1.41E-05	2.93E-05	1.34E-05	0	0	0.00060329	0.00086665	0.00010656	0.01046	0.00023388	0	0	0
821	4.96E-05	3.91E-05	0	1.39E-05	2.93E-05	1.33E-05	0	0	0.0006275	0.00088513	0.00011047	0.01539	0.00024072	0	0	0
822	5.26E-05	3.79E-05	0	1.37E-05	2.93E-05	1.32E-05	0	0	0.00065171	0.0009036	0.00011437	0.02062	0.00024757	0	0	0
823	5.56E-05	3.67E-05	0	1.35E-05	2.93E-05	1.31E-05	0	0	0.00067591	0.00092208	0.00011827	0.02585	0.00025441	0	0	0
824	5.85E-05	3.56E-05	0	1.34E-05	2.93E-05	1.30E-05	0	0	0.00070012	0.00094055	0.00012218	0.03532	0.00026125	0	0	0
825	6.15E-05	3.44E-05	0	1.32E-05	2.93E-05	1.29E-05	0	0	0.00072433	0.00095902	0.00012608	0.04527	0.00026809	0	0	0
826	6.45E-05	3.32E-05	0	1.30E-05	2.93E-05	1.28E-05	0	0	0.00074854	0.0009775	0.00012999	0.06001	0.00027494	0	0	0
827	6.74E-05	3.21E-05	0	1.28E-05	2.93E-05	1.27E-05	0	0	0.00077275	0.00099597	0.00013389	0.0753	0.00028178	0	0	0
828	7.04E-05	3.09E-05	0	1.26E-05	2.93E-05	1.26E-05	0	0	0.00079695	0.0010144	0.0001378	0.09058	0.00028862	0	0	0
829	7.34E-05	2.97E-05	0	1.24E-05	2.93E-05	1.25E-05	0	0	0.00082116	0.0010329	0.00014171	0.11117	0.00029547	0	0	0
830	7.63E-05	2.86E-05	0	1.23E-05	2.93E-05	1.24E-05	0	0	0.00084537	0.0010514	0.00014561	0.13231	0.00030231	0	0	0
831	7.51E-05	2.71E-05	0	1.21E-05	2.92E-05	1.19E-05	0	0	0.00095724	0.0010897	0.00014917	0.16031	0.00033841	0	0	0
832	7.39E-05	2.56E-05	0	1.19E-05	2.92E-05	1.14E-05	0	0	0.0010691	0.001128	0.00015273	0.18899	0.00037452	0	0	0
833	7.26E-05	2.41E-05	0	1.18E-05	2.92E-05	1.09E-05	0	0	0.001181	0.0011663	0.00015629	0.21767	0.00041062	0	0	0
834	7.14E-05	2.26E-05	0	1.16E-05	2.92E-05	1.03E-05	0	0	0.0012929	0.0012046	0.00015985	0.25697	0.00044673	0	0	0
835	7.02E-05	2.11E-05	0	1.14E-05	2.92E-05	9.82E-06	0	0	0.0014047	0.0012429	0.00016342	0.29725	0.00048283	0	0	0
836	6.89E-05	1.96E-05	0	1.12E-05	2.91E-05	9.29E-06	0	0	0.0015166	0.0012812	0.00016698	0.35818	0.00051893	0	0	0
837	6.77E-05	1.82E-05	0	1.11E-05	2.91E-05	8.77E-06	0	0	0.0016285	0.0013195	0.00017054	0.42094	0.00055504	0	0	0
838	6.65E-05	1.67E-05	0	1.09E-05	2.91E-05	8.24E-06	0	0	0.0017404	0.0013578	0.0001741	0.48369	0.00059114	0	0	0
839	6.52E-05	1.52E-05	0	1.07E-05	2.91E-05	7.72E-06	0	0	0.0018522	0.0013961	0.00017766	0.56435	0.00062725	0	0	0
840	6.40E-05	1.37E-05	0	1.06E-05	2.90E-05	7.19E-06	0	0	0.0019641	0.0014344	0.00018122	0.64668	0.00066335	0	0	0
841	6.79E-05	1.49E-05	0	1.10E-05	2.99E-05	7.93E-06	0	0	0.0019401	0.0015308	0.00020041	0.71891	0.00068602	0	0	0
842	7.17E-05	1.61E-05	0	1.13E-05	3.07E-05	8.66E-06	0	0	0.0019161	0.0016273	0.0002196	0.79014	0.00070869	0	0	0
843	7.56E-05	1.73E-05	0	1.17E-05	3.15E-05	9.40E-06	0	0	0.0018921	0.0017237	0.00023878	0.86136	0.00073136	0	0	0
844	7.94E-05	1.85E-05	0	1.21E-05	3.24E-05	1.01E-05	0	0	0.0018681	0.0018202	0.00025797	0.91546	0.00075403	0	0	0
845	8.33E-05	1.97E-05	0	1.25E-05	3.32E-05	1.09E-05	0	0	0.0018442	0.0019166	0.00027716	0.96775	0.0007767	0	0	0
846	8.71E-05	2.10E-05	0	1.29E-05	3.40E-05	1.16E-05	0	0	0.0018202	0.002013	0.00029635	0.98107	0.00079937	0	0	0
847	9.10E-05	2.22E-05	0	1.32E-05	3.49E-05	1.23E-05	0	0	0.0017962	0.0021095	0.00031554	0.99011	0.00088638	0	0	0
848	9.49E-05	2.34E-05	0	1.36E-05	3.57E-05	1.31E-05	0	0	0.0017722	0.0022059	0.00033472	0.99916	0.0017247	0	0	0
849	9.87E-05	2.46E-05	0	1.40E-05	3.65E-05	1.38E-05	0	0	0.0017482	0.0023024	0.00035391	0.99292	0.0035403	0	0	0
850	0.00010257	2.58E-05	0	1.44E-05	3.74E-05	1.45E-05	0	0	0.0017242	0.0023988	0.0003731	0.98512	0.0060779	0	0	0
851	0.00010682	2.68E-05	0	1.48E-05	3.62E-05	1.41E-05	0	0	0.0018522	0.0024272	0.00043759	0.97981	0.0097607	0	0	0
852	0.00011106	2.79E-05	0	1.52E-05	3.50E-05	1.36E-05	0	0	0.0019802	0.0024555	0.00050208	0.97474	0.01896	0	0	0
853	0.00011531	2.89E-05	0	1.57E-05	3.38E-05	1.31E-05	0	0	0.0021083	0.0024839	0.00056657	0.96967	0.036441	0	0	0
854	0.00011955	3.00E-05	0	1.61E-05	3.26E-05	1.27E-05	0	0	0.0022363	0.0025122	0.00063106	0.96801	0.067231	0	0	0
855	0.0001238	3.10E-05	0	1.65E-05	3.15E-05	1.22E-05	0	0	0.0023643	0.0025406	0.00069555	0.96665	0.11693	0	0	0
856	0.00012805	3.21E-05	0	1.69E-05	3.03E-05	1.18E-05	0	0	0.0024923	0.0025689	0.00076004	0.96742	0.18892	0	0	0
857	0.00013229	3.31E-05	0	1.74E-05	2.91E-05	1.13E-05	0	0	0.0026203	0.0025973	0.00082453	0.96843	0.28535	0	0	0
858	0.00013654	3.42E-05	0	1.78E-05	2.79E-05	1.08E-05	0	0	0.0027484	0.0026256	0.00088902	0.96943	0.40229	0	0	0
859	0.00014078	3.52E-05	0	1.82E-05	2.67E-05	1.04E-05	0	0	0.0028764	0.002654	0.00095351	0.9679	0.53375	0	0	0
860	0.00014503	3.63E-05	0	1.86E-05	2.56E-05	9.91E-06	0	0	0.0030044	0.0026823	0.001018	0.96614	0.66672	0	0	0
861	0.00013944	3.72E-05	0	1.88E-05	2.62E-05	9.48E-06	0	0	0.0027683	0.0029108	0.0012962	0.97189	0.7882	0	0	0
862	0.00013385	3.82E-05	0	1.89E-05	2.68E-05	9.04E-06	0	0	0.0025323	0.0031393	0.0015744	0.97834	0.88448	0	0	0
863	0.00012827	3.92E-05	0	1.90E-05	2.74E-05	8.61E-06	0	0	0.0022962	0.0033678	0.0018526	0.98479	0.9499	0	0	0
864	0.00012268	4.01E-05	0	1.92E-05	2.80E-05	8.17E-06	0	0	0.0020601	0.0035963	0.0021308	0.98336	0.98695	0	0	0
865	0.00011709	4.11E-05	0	1.93E-05	2.87E-05	7.74E-06	0	0	0.0018241	0.0038249	0.002409	0.9811	0.99906	0	0	0
866	0.0001115	4.21E-05	0	1.94E-05	2.93E-05	7.30E-06	0	0	0.001588	0.0040534	0.0026873	0.97379	0.9947	0	0	0
867	0.00010591	4.30E-05	0	1.96E-05	2.99E-05	6.86E-06	0	0	0.001352	0.0042819	0.0029655	0.96597	0.98638	0	0	0
868	0.00010032	4.40E-05	0	1.97E-05	3.05E-05	6.43E-06	0	0	0.0011159	0.0045104	0.0032437	0.95815	0.97607	0	0	0
869	9.47E-05	4.50E-05	0	1.98E-05	3.11E-05	5.99E-06	0	0	0.00087983	0.0047389	0.0035219	0.93526	0.95389	0	0	0
870	8.91E-05	4.59E-05	0	1.99E-05	3.18E-05	5.56E-06	0	0	0.00064377	0.0049674	0.0038001	0.91074	0.9135	0	0	0
871	8.47E-05	4.39E-05	0	2.05E-05	3.04E-05	5.95E-06	0	0	0.00062062	0.0045245	0.0034356	0.86532	0.84687	0	0	0
872	8.03E-05	4.20E-05	0	2.11E-05	2.91E-05	6.35E-06	0	0	0.00059746	0.0040816	0.0030712	0.81809	0.7562	0	0	0
873	7.59E-05	4.00E-05	0	2.16E-05	2.78E-05	6.74E-06	0	0	0.00057431	0.0036387	0.0027067	0.77086	0.65575	0	0	0
874	7.15E-05	3.80E-05	0	2.22E-05	2.65E-05	7.14E-06	0	0	0.00055115	0.0031958	0.0023423	0.70284	0.5456	0	0	0
875	6.71E-05	3.60E-05	0	2.28E-05	2.52E-05	7.54E-06	0	0	0.000528	0.0027529	0.0019778	0.633	0.41804	0	0	0
876	6.27E-05	3.40E-05	0	2.33E-05	2.39E-05	7.93E-06	0	0	0.00050485	0.0023099	0.0016134	0.54159	0.27179	0	0	0
877	5.83E-05	3.20E-05	0	2.39E-05	2.25E-05	8.33E-06	0	0	0.00048169	0.001867	0.0012489	0.44806	0.14238	0	0	0
878	5.39E-05	3.00E-05	0	2.44E-05	2.12E-05	8.72E-06	0	0	0.00045854	0.0014241	0.00088448	0.35453	0.068784	0	0	0
879	4.95E-05	2.81E-05	0	2.50E-05	1.99E-05	9.12E-06	0	0	0.00043538	0.00098122	0.00052003	0.27694	0.035518	0	0	0
880	4.51E-05	2.61E-05	0	2.56E-05	1.86E-05	9.51E-06	0	0	0.00041223	0.00053831	0.00015558	0.20118	0.020561	0	0	0
881	4.21E-05	2.47E-05	0	2.64E-05	1.86E-05	9.09E-06	0	0	0.00040878	0.00052732	0.000151	0.16185	0.013103	0	0	0
882	3.92E-05	2.33E-05	0	2.71E-05	1.86E-05	8.66E-06	0	0	0.00040533	0.00051632	0.00014642	0.12599	0.009364	0	0	0
883	3.62E-05	2.19E-05	0	2.79E-05	1.86E-05	8.23E-06	0	0	0.00040188	0.00050533	0.00014184	0.09012	0.0068268	0	0	0
884	3.32E-05	2.06E-05	0	2.87E-05	1.86E-05	7.80E-06	0	0	0.00039843	0.00049433	0.00013726	0.07376	0.0048852	0	0	0
885	3.03E-05	1.92E-05	0	2.95E-05	1.86E-05	7.37E-06	0	0	0.00039499	0.00048334	0.00013268	0.05918	0.0037427	0	0	0
886	2.73E-05	1.78E-05	0	3.02E-05	1.86E-05	6.94E-06	0	0	0.00039154	0.00047235	0.0001281	0.05168	0.002666	0	0	0
887	2.43E-05	1.64E-05	0	3.10E-05	1.86E-05	6.51E-06	0	0	0.00038809	0.00046135	0.00012352	0.04494	0.0016577	0	0	0
888	2.14E-05	1.51E-05	0	3.18E-05	1.86E-05	6.09E-06	0	0	0.00038464	0.00045036	0.00011894	0.0382	0.00096545	0	0	0
889	1.84E-05	1.37E-05	0	3.26E-05	1.86E-05	5.66E-06	0	0	0.00038119	0.00043936	0.00011436	0.03447	0.00059778	0	0	0
890	1.54E-05	1.23E-05	0	3.33E-05	1.86E-05	5.23E-06	0	0	0.00037774	0.00042837	0.00010978	0.03105	0.000389	0	0	0
891	1.56E-05	1.27E-05	0	3.32E-05	1.86E-05	5.16E-06	0	0	0.00037108	0.0004217	0.00010414	0.02849	0.00029992	0	0	0
892	1.58E-05	1.32E-05	0	3.32E-05	1.86E-05	5.09E-06	0	0	0.00036442	0.00041502	9.85E-05	0.02599	0.00029917	0	0	0
893	1.59E-05	1.36E-05	0	3.31E-05	1.86E-05	5.03E-06	0	0	0.00035776	0.00040835	9.29E-05	0.0235	0.00029843	0	0	0
894	1.61E-05	1.41E-05	0	3.30E-05	1.86E-05	4.96E-06	0	0	0.0003511	0.00040168	8.72E-05	0.02129	0.00029768	0	0	0
895	1.63E-05	1.45E-05	0	3.29E-05	1.85E-05	4.89E-06	0	0	0.00034444	0.000395	8.16E-05	0.01912	0.00029694	0	0	0
896	1.64E-05	1.50E-05	0	3.28E-05	1.85E-05	4.82E-06	0	0	0.00033779	0.00038833	7.60E-05	0.01695	0.00029619	0	0	0
897	1.66E-05	1.54E-05	0	3.28E-05	1.85E-05	4.75E-06	0	0	0.00033113	0.00038166	7.03E-05	0.01478	0.00029545	0	0	0
898	1.68E-05	1.58E-05	0	3.27E-05	1.85E-05	4.69E-06	0	0	0.00032447	0.00037499	6.47E-05	0.01261	0.0002947	0	0	0
899	1.69E-05	1.63E-05	0	3.26E-05	1.85E-05	4.62E-06	0	0	0.00031781	0.00036831	5.90E-05	0.01059	0.00029396	0	0	0
900	1.71E-05	1.67E-05	0	3.25E-05	1.85E-05	4.55E-06	0	0	0.00031115	0.00036164	5.34E-05	0	0.00029321	0	0	0
901	1.66E-05	1.68E-05	0	3.29E-05	1.86E-05	5.13E-06	0	0	0.00031883	0.0003652	5.20E-05	0	0.00028292	0	0	0
902	1.62E-05	1.69E-05	0	3.34E-05	1.88E-05	5.70E-06	0	0	0.0003265	0.00036877	5.07E-05	0	0.00027264	0	0	0
903	1.57E-05	1.70E-05	0	3.38E-05	1.90E-05	6.27E-06	0	0	0.00033418	0.00037233	4.93E-05	0	0.00026235	0	0	0
904	1.52E-05	1.71E-05	0	3.42E-05	1.92E-05	6.85E-06	0	0	0.00034185	0.0003759	4.80E-05	0	0.00025207	0	0	0
905	1.48E-05	1.72E-05	0	3.46E-05	1.94E-05	7.42E-06	0	0	0.00034953	0.00037946	4.66E-05	0	0.00024178	0	0	0
906	1.43E-05	1.73E-05	0	3.50E-05	1.95E-05	8.00E-06	0	0	0.0003572	0.00038302	4.52E-05	0	0.00023149	0	0	0
907	1.39E-05	1.74E-05	0	3.54E-05	1.97E-05	8.57E-06	0	0	0.00036488	0.00038659	4.39E-05	0	0.00022121	0	0	0
908	1.34E-05	1.75E-05	0	3.59E-05	1.99E-05	9.15E-06	0	0	0.00037255	0.00039015	4.25E-05	0	0.00021092	0	0	0
909	1.29E-05	1.76E-05	0	3.63E-05	2.01E-05	9.72E-06	0	0	0.00038023	0.00039372	4.11E-05	0	0.00020064	0	0	0
910	1.25E-05	1.77E-05	0	3.67E-05	2.03E-05	1.03E-05	0	0	0.0003879	0.00039728	3.98E-05	0	0.00019035	0	0	0
911	1.23E-05	1.74E-05	0	3.58E-05	2.04E-05	1.06E-05	0	0	0.00042029	0.00040448	3.90E-05	0	0.00018184	0	0	0
912	1.21E-05	1.71E-05	0	3.50E-05	2.05E-05	1.08E-05	0	0	0.00045268	0.00041169	3.82E-05	0	0.00017333	0	0	0
913	1.20E-05	1.68E-05	0	3.41E-05	2.06E-05	1.11E-05	0	0	0.00048507	0.00041889	3.74E-05	0	0.00016482	0	0	0
914	1.18E-05	1.65E-05	0	3.33E-05	2.07E-05	1.13E-05	0	0	0.00051746	0.00042609	3.66E-05	0	0.00015631	0	0	0
915	1.16E-05	1.62E-05	0	3.24E-05	2.08E-05	1.16E-05	0	0	0.00054985	0.0004333	3.58E-05	0	0.0001478	0	0	0
916	1.14E-05	1.59E-05	0	3.16E-05	2.09E-05	1.18E-05	0	0	0.00058224	0.0004405	3.51E-05	0	0.00013929	0	0	0
917	1.13E-05	1.56E-05	0	3.07E-05	2.11E-05	1.21E-05	0	0	0.00061463	0.0004477	3.43E-05	0	0.00013078	0	0	0
918	1.11E-05	1.53E-05	0	2.98E-05	2.12E-05	1.23E-05	0	0	0.00064702	0.0004549	3.35E-05	0	0.00012227	0	0	0
919	1.09E-05	1.50E-05	0	2.90E-05	2.13E-05	1.26E-05	0	0	0.00067941	0.00046211	3.27E-05	0	0.00011376	0	0	0
