wl	t1	t3	t4	t5	t12	t16
759	279.4211553	0.085821706	0.693515588	0.211361941	0.059523941	9.93E-21
760	282.7068924	0.038384412	0.210037882	0.057653647	0.009886941	4.16E-21
761	283.6380206	0.034316667	0.132573389	0.037663944	0.004914944	5.01E-21
762	277.2090241	0.060714647	0.445192588	0.130785647	0.029827529	2.90E-21
763	284.54163	0.042226765	0.251422765	0.072023647	0.013064882	4.88E-21
764	283.1173047	0.049731529	0.352650824	0.101422647	0.020899706	4.58E-21
765	282.2272606	0.055851882	0.434108176	0.124406706	0.028308412	4.25E-21
766	268.4939118	0.066360824	0.530789235	0.151922176	0.037202412	3.23E-21
767	271.0751888	0.073170412	0.602003765	0.174675647	0.045611	2.52E-21
768	278.5658082	0.080636353	0.665941059	0.195762706	0.054162412	1.63E-21
769	275.0782388	0.081709588	0.679359471	0.199921471	0.055692588	1.43E-20
770	274.0796976	0.083066647	0.695055529	0.204723588	0.05777	4.68E-20
771	275.2229994	0.083873529	0.701834059	0.206979118	0.058877176	5.99E-20
772	271.1782806	0.084026471	0.703993353	0.207340235	0.059155647	8.59E-20
773	272.7572488	0.08395025	0.704855	0.207110438	0.059173938	8.64E-20
774	273.2549859	0.083902706	0.705854118	0.206966176	0.059223471	1.06E-19
775	267.7062329	0.083817118	0.706648294	0.206726588	0.059229294	1.14E-19
776	273.5295788	0.083682438	0.707243938	0.206393	0.059183938	1.08E-19
777	272.6907065	0.083558059	0.707890412	0.206080412	0.059149941	1.09E-19
778	266.9451163	0.083339313	0.708169313	0.20557725	0.059018375	2.09E-21
779	271.3431453	0.083122529	0.708597118	0.205161647	0.058900294	2.27E-21
780	268.0197575	0.0829955	0.709349813	0.204866688	0.058872813	2.42E-21
781	268.2479412	0.082754824	0.709683059	0.204400059	0.058729882	2.65E-21
782	271.496885	0.082481813	0.710026	0.20392725	0.058564438	2.90E-21
783	266.8083513	0.082231563	0.710456313	0.203510875	0.058422063	3.15E-21
784	266.6067694	0.081723412	0.709883471	0.202690353	0.058016529	3.60E-21
785	267.270075	0.081213688	0.709372563	0.2018815	0.05762	4.08E-21
786	267.8968575	0.080477875	0.707867813	0.200737438	0.05697425	4.77E-21
787	267.3670694	0.077764688	0.696482125	0.1960335	0.054247188	7.25E-21
788	265.0237825	0.076956438	0.69114925	0.193805063	0.053303875	8.56E-21
789	266.8413438	0.075464688	0.68531625	0.191220563	0.051853563	1.05E-20
790	264.9783744	0.073369938	0.665259625	0.184894125	0.049299125	1.38E-20
791	264.43829	0.074782	0.682556563	0.189478125	0.051304125	1.25E-20
792	259.25337	0.075692063	0.6865065	0.190501688	0.0522275	1.23E-20
793	256.3988544	0.074810188	0.68341075	0.188957938	0.051477125	1.42E-20
794	255.4048444	0.079042688	0.711502625	0.197666625	0.056262938	8.72E-21
795	253.6682006	0.077626563	0.7054105	0.195074125	0.054822938	1.13E-20
796	260.2594788	0.071664625	0.670276563	0.1829965	0.048457938	2.25E-20
797	259.8695767	0.072845067	0.6825218	0.185727133	0.049939533	2.10E-20
798	260.240605	0.07585075	0.702829813	0.192357938	0.053360813	1.60E-20
799	259.6594406	0.074248	0.694856875	0.189122063	0.05175625	2.03E-20
800	252.93395	0.0721166	0.6835076	0.184979467	0.049579867	2.63E-20
801	257.6562906	0.072316938	0.685400125	0.185059875	0.049987313	2.80E-20
802	258.137736	0.071677133	0.683551333	0.183947933	0.049254133	3.08E-20
803	253.5571488	0.070782938	0.681639063	0.182684938	0.048434438	3.46E-20
804	256.8011047	0.071620467	0.686576667	0.183837067	0.0493898	3.46E-20
805	249.3631963	0.072979313	0.6947095	0.186130063	0.050879188	3.25E-20
806	253.923304	0.074801133	0.7076718	0.1899522	0.052972067	2.77E-20
807	253.0433875	0.073984063	0.70458575	0.1883735	0.052225438	3.21E-20
808	251.692852	0.074092667	0.7074018	0.188759533	0.052444133	3.30E-20
809	249.6252507	0.072060467	0.697150933	0.184920733	0.0503886	4.37E-20
810	246.3768893	0.069273333	0.6853136	0.180197133	0.047609733	5.84E-20
811	251.6827819	0.068304813	0.677702063	0.17735325	0.046466438	6.88E-20
812	251.918168	0.064629133	0.647555533	0.168172667	0.042446267	9.74E-20
813	251.1442327	0.0632694	0.638044133	0.164640733	0.041105733	1.10E-19
814	250.0725373	0.054495	0.549677533	0.139212867	0.031208733	1.71E-19
815	249.4017847	0.054798533	0.5400634	0.138041467	0.031180733	1.80E-19
816	247.5410387	0.050215267	0.515956	0.128602933	0.028286733	2.14E-19
817	247.8475393	0.0508082	0.526723067	0.132653533	0.029317267	2.27E-19
818	247.3025033	0.048874667	0.509899333	0.1276428	0.027588867	2.64E-19
819	240.826092	0.0554614	0.5863712	0.1478678	0.034235933	2.16E-19
820	236.0348407	0.053421867	0.548432867	0.1381	0.031828267	2.52E-19
821	242.672844	0.065882667	0.666662533	0.170198533	0.044449867	1.48E-19
822	235.26128	0.062802714	0.640940786	0.163067929	0.041341143	1.83E-19
823	241.4539713	0.039067	0.4029214	0.0982578	0.018465	4.64E-19
824	242.8732413	0.057759733	0.617833333	0.153019533	0.036612933	2.80E-19
825	241.235796	0.062947067	0.646621667	0.162545067	0.042181533	2.25E-19
826	242.1523243	0.059636357	0.620356143	0.154911143	0.038284286	2.77E-19
827	241.713198	0.063913267	0.656646467	0.164958667	0.042848067	2.32E-19
828	240.2993964	0.049799357	0.537231857	0.130785357	0.028833286	4.68E-19
829	241.127118	0.059727467	0.625768333	0.1555968	0.038987467	3.30E-19
830	239.0397907	0.059079333	0.617213667	0.153239333	0.038205533	3.63E-19
831	235.8888407	0.059258071	0.625323429	0.153527929	0.038234714	3.85E-19
832	239.4050043	0.056066714	0.591509286	0.144726143	0.035035214	4.68E-19
833	231.4015813	0.064118733	0.671656933	0.166923667	0.0436172	3.27E-19
834	232.4319486	0.059070786	0.635251214	0.154655786	0.038375143	4.89E-19
835	233.7059893	0.067172	0.699395667	0.1738818	0.047332867	2.87E-19
836	236.1005521	0.062860643	0.659721714	0.161839	0.042065786	4.45E-19
837	235.1908307	0.068501571	0.708349714	0.175820857	0.048728214	2.78E-19
838	235.7219643	0.065869571	0.691003714	0.170236571	0.045885143	3.84E-19
839	230.354258	0.067288667	0.708794133	0.174647133	0.047888733	3.44E-19
840	234.4558121	0.068146429	0.713886857	0.1757775	0.0487715	3.34E-19
841	234.0465814	0.066903214	0.707396	0.173344	0.047548214	4.02E-19
842	233.3773743	0.06906	0.718796286	0.176637714	0.049755714	3.37E-19
843	231.2626836	0.069935929	0.727552143	0.178777929	0.050944	3.09E-19
844	227.6036986	0.0686715	0.721432071	0.176405643	0.049634357	3.81E-19
845	229.4169793	0.070606857	0.733130071	0.179683714	0.051773286	3.06E-19
846	232.5997479	0.070952	0.734549214	0.179797286	0.052152857	3.10E-19
847	227.187065	0.071676429	0.739912	0.180988429	0.053037214	2.83E-19
848	230.65706	0.070224929	0.7338635	0.178597643	0.051560286	3.73E-19
849	230.20973	0.070648071	0.736065286	0.178999143	0.052029214	3.68E-19
850	201.8225736	0.070526429	0.737450071	0.1788585	0.052024786	3.87E-19
851	228.878995	0.069020571	0.729753714	0.1761195	0.050454143	5.13E-19
852	223.2172215	0.069749462	0.734975846	0.177304846	0.051292231	4.78E-19
853	224.8037086	0.0700785	0.738453786	0.177877143	0.051763143	4.67E-19
854	183.9307036	0.069200857	0.734255	0.176217214	0.0508495	5.66E-19
855	200.8827623	0.070486923	0.742115231	0.178180692	0.052315923	4.78E-19
856	221.3611843	0.069709714	0.739384643	0.176896714	0.051556071	5.65E-19
857	225.6553864	0.070184286	0.743134071	0.177624429	0.052162286	5.43E-19
858	224.2209862	0.070045769	0.743287923	0.177256	0.05207	5.79E-19
859	224.5540907	0.070024929	0.744487429	0.177166786	0.052136214	6.04E-19
860	219.9935785	0.070436769	0.747303692	0.177613846	0.052637846	5.84E-19
861	221.0680679	0.070160714	0.747210071	0.177136357	0.052426071	6.37E-19
862	221.6001531	0.070224769	0.748595692	0.177151615	0.052570077	6.51E-19
863	224.2616221	0.070024071	0.748761429	0.176774	0.052431929	7.00E-19
864	223.5258354	0.070072692	0.750000769	0.176717	0.052554615	7.20E-19
865	218.7623792	0.069916615	0.750301846	0.176396846	0.052458538	7.70E-19
866	190.0731364	0.069825429	0.7509425	0.176159857	0.052434857	8.11E-19
867	201.45956	0.069723923	0.751467538	0.175891154	0.052395154	8.59E-19
868	216.08401	0.069575077	0.751860923	0.175592538	0.052310692	9.15E-19
869	214.9571757	0.069498929	0.752376357	0.175324571	0.052289571	9.67E-19
870	219.3618692	0.069335077	0.752832154	0.175057538	0.052197692	1.03E-18
871	218.7116354	0.069205	0.753084462	0.174693769	0.052117308	1.10E-18
872	216.8570815	0.069099615	0.753691077	0.174487308	0.052079923	1.16E-18
873	217.4606	0.068967231	0.754069538	0.174187846	0.052006077	1.23E-18
874	214.2751862	0.068746923	0.754082692	0.173776	0.051840923	1.33E-18
875	211.8207815	0.068586769	0.754416615	0.173480923	0.051743077	1.41E-18
876	215.3404362	0.068387615	0.754459615	0.173046769	0.051596077	1.52E-18
877	214.9796115	0.068313462	0.755057692	0.172835538	0.051580692	1.60E-18
878	213.2297285	0.068074385	0.754811462	0.172351308	0.051385154	1.74E-18
879	214.4069854	0.067912692	0.755166231	0.172033692	0.051286154	1.85E-18
880	213.1329708	0.067765	0.755316385	0.171694231	0.051186615	1.98E-18
881	203.0114177	0.067086692	0.752599615	0.170533308	0.050501692	2.34E-18
882	215.7510985	0.066815538	0.752521077	0.170060615	0.050294154	2.53E-18
883	211.47511	0.067158923	0.755074462	0.170449308	0.05072	2.47E-18
884	211.9958746	0.066887462	0.754981385	0.169974846	0.050506308	2.67E-18
885	212.9122583	0.066990167	0.756414667	0.169998917	0.050675417	2.72E-18
886	210.9027246	0.065031	0.744272923	0.166334385	0.048497692	4.05E-18
887	204.6911938	0.065965538	0.752387462	0.168100692	0.049656154	3.55E-18
888	210.6299531	0.064825308	0.744531462	0.165683615	0.048392077	4.56E-18
889	211.4904892	0.06673175	0.759124667	0.169235667	0.050657917	3.27E-18
890	209.8869123	0.064285308	0.746172154	0.165220538	0.048024154	5.17E-18
891	209.1061033	0.06485875	0.751561417	0.16623275	0.0487815	4.95E-18
892	209.5009592	0.063036846	0.739411692	0.162640308	0.046763154	6.79E-18
893	205.1485746	0.058760077	0.705650769	0.153465538	0.041947769	1.16E-17
894	210.4415267	0.0576585	0.686786417	0.148935167	0.040251083	1.33E-17
895	205.2311877	0.052239615	0.645277615	0.137089385	0.034419154	2.05E-17
896	209.3288608	0.048761417	0.603567917	0.128217083	0.030863917	2.40E-17
897	206.8335175	0.041501417	0.512499167	0.106810917	0.023375833	3.46E-17
898	206.6939469	0.044083538	0.558773615	0.117154923	0.026488846	3.29E-17
899	206.0103017	0.031556333	0.39761075	0.080258583	0.0163005	5.54E-17
900	203.6754585	0.044203	0.588552385	0.122818615	0.028464308	3.67E-17
901	197.567735	0.036709833	0.480083083	0.0954635	0.019354667	5.03E-17
902	195.8767008	0.0424125	0.5697525	0.117431583	0.02617425	4.25E-17
903	202.1590017	0.039024917	0.516138	0.105321583	0.02233575	5.12E-17
904	205.1841092	0.053089308	0.678685538	0.142826154	0.036841154	3.05E-17
905	204.1567742	0.052813333	0.674883833	0.140586583	0.036227417	3.08E-17
906	200.4316783	0.048502083	0.622821333	0.130101917	0.031904917	4.06E-17
907	202.1463667	0.039600333	0.520503	0.105666667	0.022682083	6.15E-17
908	199.1386617	0.03831875	0.50219725	0.10180325	0.021953833	7.38E-17
909	196.6957133	0.042008667	0.563359083	0.115099333	0.025853833	6.17E-17
910	197.3579069	0.037632	0.496561308	0.098784385	0.020499615	8.03E-17
911	198.6922425	0.042339583	0.547394667	0.111382083	0.02557	7.09E-17
912	199.1012575	0.041539667	0.548154417	0.111385417	0.025166667	7.74E-17
913	201.4216942	0.03658825	0.484065667	0.096732917	0.019547333	1.00E-16
914	200.1714342	0.036834667	0.49505725	0.098391417	0.020811917	1.01E-16
915	197.8626092	0.038374167	0.521057917	0.103873167	0.021395667	1.06E-16
916	198.8102618	0.035275727	0.469718182	0.092777909	0.018986818	1.13E-16
917	196.8369192	0.042823417	0.584001917	0.117331083	0.025999583	1.01E-16
918	195.9335742	0.03402675	0.452284333	0.089404667	0.017402583	1.35E-16
919	197.2187892	0.044143	0.60009425	0.12000275	0.027897917	9.93E-17
920	195.6504908	0.04707425	0.616829083	0.124605667	0.031764167	1.01E-16
921	192.4692583	0.049149417	0.657914083	0.132521333	0.032928083	8.65E-17
922	188.41911	0.044720364	0.592501273	0.117252364	0.027711	1.12E-16
923	184.6425275	0.049269583	0.656353083	0.132367417	0.03315875	9.36E-17
924	189.5566442	0.043556167	0.591352333	0.1171625	0.026464417	1.36E-16
925	191.67451	0.041661	0.577105667	0.112840333	0.0251175	1.55E-16
926	185.4220073	0.043363182	0.593960727	0.117357091	0.026477	1.52E-16
927	193.0858492	0.045039083	0.647623333	0.127727667	0.029583	1.46E-16
928	193.4145291	0.031989727	0.452889091	0.086673091	0.015637273	2.55E-16
929	192.2628725	0.030915083	0.43275975	0.082742583	0.014233833	2.78E-16
930	192.6718792	0.023312333	0.321215583	0.059592583	0.0083555	3.40E-16
931	192.2121627	0.019631636	0.286901909	0.051741909	0.006783	3.84E-16
932	190.9734167	0.014419583	0.2044245	0.03599125	0.0038965	4.51E-16
933	191.2851591	0.011701909	0.150301909	0.025770818	0.002398727	5.54E-16
934	191.630285	0.00829075	0.072270167	0.011841333	0.000733917	5.84E-16
935	188.2716355	0.012117273	0.184561364	0.032716545	0.003336273	5.98E-16
936	187.6547282	0.008446273	0.087934455	0.014841273	0.001091364	8.14E-16
937	188.0985708	0.009833167	0.115824	0.019549333	0.00177825	6.82E-16
938	186.4456318	0.009943364	0.123775	0.020346909	0.001664818	6.89E-16
939	186.9878175	0.018757667	0.298152667	0.053141667	0.006876917	6.70E-16
940	185.7945727	0.023936455	0.376217545	0.067386909	0.009857273	6.02E-16
941	181.8517182	0.019021273	0.262368	0.046961	0.005595545	7.15E-16
942	175.4778736	0.019995182	0.310029364	0.055258182	0.007007636	7.41E-16
943	184.2606467	0.012676917	0.195493583	0.033748333	0.003664417	1.15E-15
944	181.4376209	0.013691182	0.218180636	0.038347091	0.004904364	9.02E-16
945	181.6389882	0.018279636	0.279204273	0.048887455	0.006123455	8.89E-16
946	183.1491791	0.010581909	0.139048	0.023273364	0.002292818	9.78E-16
947	183.7769336	0.018035818	0.268365273	0.047306182	0.005708455	9.73E-16
948	185.3625325	0.014868833	0.20515725	0.035999667	0.0044825	8.73E-16
949	184.4705645	0.023036273	0.381656909	0.067972091	0.009324364	1.06E-15
950	182.6358691	0.008447091	0.080011636	0.012759	0.000885364	1.21E-15
951	183.6312964	0.025159818	0.434864455	0.076979455	0.011283818	1.08E-15
952	181.6975418	0.013239273	0.179727727	0.030078364	0.003153818	1.26E-15
953	182.3312173	0.017546545	0.253871364	0.043099273	0.005361545	1.28E-15
954	180.8733464	0.021829909	0.351629727	0.060981455	0.008595364	1.23E-15
955	170.9671282	0.019394727	0.300970545	0.052310182	0.006989727	1.32E-15
956	181.4561827	0.020121091	0.274678364	0.048754091	0.007314636	1.30E-15
957	179.1650936	0.016214	0.231377364	0.039462818	0.004695273	1.60E-15
958	179.7401273	0.026562182	0.400786818	0.071711091	0.012744455	1.16E-15
959	181.126268	0.0211933	0.3051385	0.0535429	0.0081508	1.54E-15
960	179.41982	0.023122091	0.338333909	0.05939	0.008840182	1.48E-15
961	178.1400882	0.025178545	0.377330909	0.066935	0.011287636	1.46E-15
962	177.4178291	0.025017273	0.377276636	0.065847	0.011057727	1.59E-15
963	176.6790809	0.029558273	0.436545273	0.078289182	0.014733091	1.39E-15
964	175.552758	0.0262903	0.3924805	0.0694123	0.0129524	1.72E-15
965	177.7466082	0.030348273	0.441627	0.078995091	0.014767	1.42E-15
966	172.9594073	0.029753545	0.433429091	0.076941545	0.013982364	1.60E-15
967	177.1826091	0.029705545	0.443530636	0.078914909	0.014970364	1.81E-15
968	175.552297	0.0421273	0.6157445	0.1130528	0.0282152	1.05E-15
969	176.1861545	0.042308545	0.637619727	0.116431818	0.027698818	1.16E-15
970	174.9626518	0.040791364	0.606021636	0.110203818	0.026038	1.27E-15
971	175.739633	0.0473832	0.6953691	0.1282245	0.0336162	8.70E-16
972	176.5242564	0.043149273	0.655861273	0.119434455	0.029589909	1.17E-15
973	175.067518	0.0365218	0.5656381	0.1005581	0.0214306	1.78E-15
974	172.5786991	0.035544091	0.546591091	0.097247273	0.021559909	2.06E-15
975	173.720043	0.0371173	0.563841	0.1001627	0.0223991	1.79E-15
976	173.9431918	0.033777091	0.536717545	0.093223273	0.019198727	2.34E-15
977	171.420979	0.0417472	0.6096868	0.1102543	0.0274907	1.59E-15
978	174.1490209	0.039045818	0.600179909	0.105501727	0.024368273	1.91E-15
979	170.901507	0.0403957	0.6219927	0.110586	0.0259433	1.96E-15
980	171.3494773	0.038576273	0.586307909	0.103665909	0.023916455	2.17E-15
981	172.607902	0.0478451	0.7076983	0.1280992	0.0343106	1.30E-15
982	173.003944	0.0454611	0.6776306	0.1215958	0.0312868	1.67E-15
983	171.3095455	0.044068909	0.648550455	0.116267818	0.029596636	1.88E-15
984	170.938581	0.0517066	0.7543421	0.1372695	0.0390922	9.99E-16
985	171.259388	0.0446846	0.6724703	0.1193043	0.0302983	1.95E-15
986	169.404	0.052368273	0.764812364	0.138810636	0.040118909	9.72E-16
987	169.620988	0.0515292	0.7523358	0.1359852	0.0389252	1.17E-15
988	169.767583	0.0515931	0.7471999	0.1349876	0.0388192	1.20E-15
989	166.2357	0.0545639	0.781194	0.1419081	0.0426375	7.85E-16
990	168.9646427	0.050739727	0.751903273	0.134958636	0.038286091	1.41E-15
991	168.751004	0.0541254	0.7791277	0.1409031	0.042215	9.06E-16
992	168.290153	0.0548263	0.7842889	0.1418827	0.0430182	8.28E-16
993	166.682462	0.0522585	0.7641447	0.1371323	0.0401084	1.31E-15
994	167.887736	0.0548786	0.7858182	0.1417582	0.0431379	8.71E-16
995	166.154417	0.055631	0.7917709	0.1428215	0.0440532	7.68E-16
996	166.488089	0.0549257	0.7883296	0.1417176	0.0433075	9.11E-16
997	166.899074	0.0550213	0.789723	0.1417721	0.0434692	9.20E-16
998	166.132951	0.0552165	0.7905215	0.1418121	0.0436698	9.19E-16
999	165.740256	0.0548565	0.7897966	0.141278	0.0433367	1.01E-15
1000	164.165468	0.0537978	0.7830028	0.1394545	0.0421727	1.28E-15
1001	165.498777	0.0549747	0.792156	0.141297	0.0435605	1.04E-15
1002	165.261908	0.0520145	0.7705162	0.1359815	0.0401723	1.83E-15
1003	163.366147	0.0542518	0.7892619	0.1400928	0.0428466	1.26E-15
1004	162.214402	0.0535397	0.7844718	0.1386916	0.0420685	1.52E-15
1005	151.451926	0.0547953	0.7945938	0.1407408	0.0435442	1.20E-15
1006	159.018413	0.0541383	0.7893825	0.1394086	0.042767	1.44E-15
1007	162.039063	0.0543463	0.792721	0.139831	0.0430924	1.40E-15
1008	162.776042	0.0534906	0.7869843	0.1383243	0.0421353	1.72E-15
1009	162.007842	0.0528003	0.7827162	0.1371194	0.0413777	2.00E-15
1010	162.5471211	0.052287222	0.778810667	0.136013111	0.040777778	2.25E-15
1011	161.493126	0.0542051	0.7956677	0.1393993	0.0431323	1.58E-15
1012	161.579612	0.0534319	0.7896953	0.1378912	0.0422282	1.95E-15
1013	160.30751	0.0542041	0.7966546	0.1391143	0.043189	1.69E-15
1014	161.2910444	0.054127111	0.797219444	0.138956444	0.043158333	1.75E-15
1015	158.404976	0.0538289	0.7959457	0.1384311	0.042853	1.91E-15
1016	159.445924	0.0537645	0.7957583	0.1381464	0.042806	2.01E-15
1017	157.5033556	0.053705	0.796994	0.138104111	0.042807667	2.07E-15
1018	159.855534	0.0538174	0.7978257	0.13809	0.0429499	2.08E-15
1019	155.221802	0.0522315	0.7881634	0.1356603	0.0412581	2.96E-15
1020	157.1622778	0.053860444	0.800198111	0.138052333	0.043102	2.15E-15
1021	157.385169	0.0536688	0.7998688	0.137716	0.0429303	2.30E-15
1022	155.352177	0.0532389	0.7973225	0.1369002	0.042465	2.61E-15
1023	158.1973856	0.053060889	0.796194222	0.136515667	0.042273333	2.81E-15
1024	157.467135	0.0515997	0.7859665	0.1340416	0.0406116	3.84E-15
1025	157.1810922	0.053459	0.801458444	0.137053	0.042847889	2.67E-15
1026	157.276188	0.0529275	0.7985464	0.1361883	0.0422725	3.08E-15
1027	156.4766067	0.053093	0.799941	0.136266444	0.042483556	3.09E-15
1028	156.793252	0.0528225	0.7988371	0.1357674	0.0422129	3.34E-15
1029	154.0365367	0.052520222	0.797926556	0.135272333	0.041918444	3.65E-15
1030	155.8424389	0.053182444	0.803345111	0.136205556	0.042725333	3.20E-15
1031	155.282423	0.0528572	0.8018698	0.1356746	0.0423897	3.54E-15
1032	154.7398444	0.053174778	0.804800889	0.136055	0.042795111	3.35E-15
1033	151.640922	0.05296	0.8040694	0.1356331	0.0425858	3.63E-15
1034	153.9077778	0.053007111	0.805148	0.135591667	0.042678667	3.66E-15
1035	151.49933	0.052978444	0.805536889	0.135449889	0.042676111	3.78E-15
1036	153.791467	0.0527555	0.8050376	0.1350994	0.0424704	4.06E-15
1037	150.3777211	0.052729556	0.805331889	0.134911889	0.042465	4.18E-15
1038	152.2055833	0.052705778	0.806022889	0.134811667	0.042482222	4.30E-15
1039	152.7525278	0.052534333	0.805760889	0.134535444	0.042330222	4.56E-15
1040	151.150636	0.0525461	0.8063341	0.1343865	0.0423697	4.68E-15
1041	151.8240644	0.052327556	0.805908111	0.134050111	0.042171556	5.02E-15
1042	152.1130756	0.05233	0.806583222	0.133959778	0.042208778	5.13E-15
1043	149.4978978	0.052295667	0.806898	0.133788	0.042197556	5.31E-15
1044	151.035982	0.0522029	0.8071139	0.1336042	0.0421338	5.53E-15
1045	150.4903078	0.052070889	0.807015667	0.133338222	0.042022222	5.83E-15
1046	146.1832656	0.051991	0.807007333	0.133088889	0.041957333	6.09E-15
1047	148.9180044	0.051898889	0.806991444	0.132837111	0.041881889	6.39E-15
1048	150.3837856	0.051800222	0.807151667	0.132658111	0.041810556	6.63E-15
1049	149.6071356	0.051677	0.806478111	0.132288667	0.041676889	7.00E-15
1050	148.8354933	0.051531778	0.806137111	0.131987667	0.041541667	7.36E-15
1051	148.7894478	0.051464111	0.806456556	0.131795333	0.041503667	7.69E-15
1052	148.0657111	0.051202444	0.805236444	0.131323	0.041230222	8.32E-15
1053	148.29951	0.051171556	0.805511444	0.131144778	0.041219222	8.56E-15
1054	146.56651	0.050991	0.804998667	0.130810222	0.041047667	9.07E-15
1055	147.8406222	0.050806111	0.804119111	0.130405111	0.040854111	9.71E-15
1056	147.6252311	0.050579222	0.802968222	0.129938222	0.040613556	1.04E-14
1057	147.5191244	0.050370667	0.801849889	0.129504667	0.04039	1.11E-14
1058	146.4865156	0.050163444	0.800627333	0.129025333	0.040162222	1.18E-14
1059	141.6642322	0.049869	0.799016556	0.128460222	0.039846222	1.28E-14
1060	146.5803578	0.049746778	0.798647889	0.128145556	0.039730333	1.34E-14
1061	141.66424	0.049574667	0.797989667	0.127759667	0.039560111	1.42E-14
1062	145.64704	0.049242444	0.796387556	0.127167778	0.039218444	1.55E-14
1063	143.2331122	0.048968	0.795187556	0.126663444	0.038939889	1.66E-14
1064	145.1925563	0.049091375	0.796030125	0.126616875	0.039078375	1.66E-14
1065	145.2560933	0.048379	0.791656667	0.125455778	0.038303889	1.95E-14
1066	140.6488978	0.048730556	0.794890333	0.125885556	0.038735778	1.86E-14
1067	143.9075822	0.048489667	0.794406667	0.125511667	0.038524444	2.00E-14
1068	143.8745033	0.047945111	0.792143778	0.124697556	0.037991444	2.25E-14
1069	132.4061813	0.04809175	0.794937125	0.125049625	0.03824075	2.27E-14
1070	140.9827711	0.047347222	0.789025333	0.123596444	0.037402111	2.75E-14
1071	141.2875067	0.048732556	0.802567889	0.126066556	0.039112444	2.12E-14
1072	142.0225888	0.04755675	0.7937915	0.12401275	0.03777625	2.81E-14
1073	137.3633522	0.047984111	0.798140444	0.124679222	0.038327444	2.66E-14
1074	141.7085967	0.049052	0.808570889	0.126444333	0.039663222	2.15E-14
1075	137.02977	0.046185375	0.776649875	0.120253625	0.036018875	4.01E-14
1076	140.6362244	0.048202333	0.805590889	0.125286333	0.038848667	2.68E-14
1077	140.2983022	0.046688556	0.783264667	0.121089667	0.036904667	4.01E-14
1078	141.1163513	0.0464155	0.78928375	0.12174125	0.036767625	4.09E-14
1079	135.5960178	0.048434	0.809193667	0.125288333	0.039207111	2.78E-14
1080	139.9608833	0.045661222	0.774866556	0.119013778	0.035642889	4.87E-14
1081	134.63827	0.044639	0.77250075	0.1176425	0.034657	5.86E-14
1082	136.5462844	0.046650444	0.798258667	0.122348333	0.037286889	4.23E-14
1083	132.6498638	0.047502	0.80687875	0.12375575	0.03837425	3.71E-14
1084	138.3626156	0.043466778	0.751598667	0.113962667	0.032989333	7.47E-14
1085	137.2061563	0.0448845	0.78378525	0.11895075	0.035280625	6.14E-14
1086	138.8471	0.041361778	0.728024556	0.109143111	0.030744889	9.67E-14
1087	129.0168163	0.0440285	0.770797625	0.116397875	0.034149625	7.58E-14
1088	137.4439311	0.045414333	0.787874222	0.119235556	0.035930111	6.32E-14
1089	133.1501163	0.043501875	0.76923125	0.11565325	0.033677125	8.29E-14
1090	135.8079338	0.041434875	0.728250875	0.10882	0.030884875	1.11E-13
1091	136.7958078	0.044436222	0.782721111	0.117479667	0.034929889	7.68E-14
1092	134.04826	0.0456055	0.8018815	0.120517625	0.036590625	6.33E-14
1093	133.2326144	0.036509111	0.681650222	0.098373889	0.025925	1.89E-13
1094	121.3117538	0.04270725	0.771253625	0.1143825	0.0330945	1.05E-13
1095	131.8011163	0.037065	0.693210875	0.101376875	0.02618825	1.88E-13
1096	130.8662567	0.036106333	0.667463778	0.097237222	0.024745556	2.13E-13
1097	129.67758	0.04465875	0.7997375	0.118834875	0.035747	8.31E-14
1098	129.52717	0.035377375	0.659984125	0.095514	0.02393625	2.42E-13
1099	130.5981588	0.03548475	0.673675625	0.097188875	0.0242055	2.46E-13
1100	133.2660156	0.032055333	0.631018333	0.089054444	0.020720222	3.12E-13
1101	132.4346188	0.034270625	0.6394295	0.092055625	0.02267425	2.80E-13
1102	127.0466213	0.031032875	0.604043125	0.08567	0.019578875	3.70E-13
1103	132.0569488	0.030478	0.592315	0.0835535	0.01862475	3.79E-13
1104	131.5092167	0.029736556	0.581079667	0.081536667	0.018336556	4.22E-13
1105	131.1427038	0.033119	0.675925875	0.095706125	0.022857625	3.49E-13
1106	130.7829438	0.02314325	0.45239275	0.0615645	0.011308125	6.46E-13
1107	130.5446425	0.031827125	0.625227875	0.0879795	0.020829625	3.98E-13
1108	130.1462288	0.025351625	0.51606975	0.071188	0.01424025	5.76E-13
1109	130.1833875	0.0254185	0.509781125	0.070278625	0.0137495	5.69E-13
1110	130.5037533	0.028971222	0.606362333	0.083486333	0.018058778	5.21E-13
1111	129.7614438	0.01781925	0.374975625	0.0489185	0.00791225	7.93E-13
1112	128.2847988	0.024693875	0.5463055	0.073164	0.014330875	7.04E-13
1113	128.1959388	0.01606775	0.29828925	0.039432375	0.005880875	8.91E-13
1114	129.909915	0.017364	0.369510125	0.047955375	0.007505375	9.36E-13
1115	128.8737975	0.0127405	0.28090275	0.035310875	0.00468375	1.09E-12
1116	127.3075975	0.010794375	0.216015125	0.02724775	0.00281675	1.34E-12
1117	129.5565613	0.00592125	0.0711135	0.008268	0.000606	1.06E-12
1118	128.724625	0.01112175	0.242401125	0.030188	0.0034165	1.43E-12
