site_id       plot_id       grid_id       latitude      long          elev          slope         aspect        area          lat_c                 lon_c                 northing      easting       estbl_by                  tree_ht       sitedesc
.             " "           "536,7"       .             .             1500          7             220           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "537,5"       .             .             1420          -999          -999          .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "542,5"       .             .             1370          6             180           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "543,3"       .             .             1370          5             180           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "543,4"       .             .             1370          2             70            .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "544,1"       .             .             1525          6             40            .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "546,8"       .             .             1380          15            20            .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "547,6"       .             .             1380          -999          -999          .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "547,7"       .             .             1380          10            100           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "547,8"       .             .             1400          15            120           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "548,7"       .             .             1400          2             60            .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "549,6"       .             .             1380          2             360           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "551,9"       .             .             1380          4             320           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "554,1"       .             .             1395          20            90            .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "557,1"       .             .             1350          -999          -999          .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "559,1"       .             .             1370          11            360           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "560,1"       .             .             1320          5             240           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "561,1"       .             .             1360          24            320           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "563,8"       .             .             1380          2             240           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "566,1"       .             .             1470          4             300           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "567,7"       .             .             1440          4             100           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "571,8"       .             .             1350          1             320           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "572,8"       .             .             1370          4             320           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "574,8"       .             .             1365          5             260           .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
.             " "           "578,7"       .             .             1390          5             50            .             " "                   " "                   .             .             "SITE_DATA_86"            .             " " 
1             " "           " "           48.112778     92.34111      1380          .             .             .             "48  6 46"            "92 20 28"            .             .             " "                       80            "high density red pine" 
2             " "           " "           48.135281     92.30584      1360          .             .             .             "48  8  7"            "92 18 21"            .             .             " "                       50            "dense, mature black spruce" 
3             " "           " "           48.131943     92.254166     1380          .             .             .             "48  7 55"            "92 15 15"            .             .             " "                       80            "medium density mature aspen" 
4             " "           " "           48.14167      92.200272     1440          .             .             .             "48  8 30"            "92 12  1"            .             .             " "                       .             "medium density red pine" 
5             " "           " "           48.104164     92.152504     1460          .             .             .             "48  6 15"            "92  9  9"            .             .             " "                       .             " " 
